,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10,random_walk_jaccard_sim,random_walk_num_significant,random_walk_sp_corr,random_walk_sp_pval,random_walk_top_10
C0424731,Single transverse palmar crease,251,"{'regulation of macromolecule biosynthetic process', 'regulation of RNA biosynthetic process', 'regulation of cellular macromolecule biosynthetic process', 'negative regulation of cellular macromolecule biosynthetic process', 'regulation of nucleic acid-templated transcription', 'regulation of transcription, DNA-templated', 'regulation of transcription by RNA polymerase II', 'protein import into peroxisome matrix', 'peroxisomal membrane transport', 'negative regulation of transcription by RNA polymerase II'}",0.14871794871794872,197,0.31637908717900226,0.0,"{'protein lipidation', 'regulation of pathway-restricted SMAD protein phosphorylation', 'response to BMP', 'GPI anchor biosynthetic process', 'glycolipid biosynthetic process', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'GPI anchor metabolic process', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'BMP signaling pathway', 'BMP receptor binding'}",0.16348195329087048,297,0.30379871885020443,0.0,"{'cellular response to BMP stimulus', 'positive regulation of biomineral tissue development', 'positive regulation of pathway-restricted SMAD protein phosphorylation', 'response to BMP', 'positive regulation of bone mineralization', 'mannosyltransferase complex', 'BMP signaling pathway', 'dolichyl-phosphate beta-D-mannosyltransferase activity', 'positive regulation of osteoblast differentiation', 'dolichol-phosphate-mannose synthase complex'}"
C0021655,Insulin Resistance,1470,"{'response to peptide', 'response to oxygen-containing compound', 'response to hormone', 'response to nitrogen compound', 'response to organic substance', 'response to chemical', 'response to stimulus', 'regulation of small molecule metabolic process', 'response to organonitrogen compound', 'response to endogenous stimulus'}",0.3311827956989247,1625,0.4792072170336568,0.0,"{'response to oxygen-containing compound', 'cell surface receptor signaling pathway', 'cellular response to stimulus', 'response to cytokine', 'response to organic substance', 'response to chemical', 'cellular response to organic substance', 'signal transduction', 'response to stimulus', 'regulation of immune system process'}",0.300581088219757,992,0.42661410055128196,0.0,"{'positive regulation of cellular metabolic process', 'regulation of cellular protein metabolic process', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of cellular process', 'positive regulation of biological process', 'positive regulation of nitrogen compound metabolic process', 'enzyme binding', 'regulation of signaling', 'regulation of cell communication'}"
C0151529,Bleeding time prolonged,170,"{'homotypic cell-cell adhesion', 'regulation of body fluid levels', 'platelet activation', 'blood coagulation, intrinsic pathway', 'platelet aggregation', 'protein activation cascade', 'blood coagulation', 'regulation of biological quality', 'hemostasis', 'coagulation'}",0.2054794520547945,182,0.34071998052591473,0.0,"{'regulation of coagulation', 'regulation of blood coagulation', 'regulation of hemostasis', 'regulation of body fluid levels', 'negative regulation of hemostasis', 'blood coagulation', 'negative regulation of blood coagulation', 'hemostasis', 'negative regulation of coagulation', 'coagulation'}",0.16432865731462926,411,0.3284225206984061,0.0,"{'MAPK cascade', 'cell surface receptor signaling pathway', 'positive regulation of signal transduction', 'platelet activation', 'cell activation', 'positive regulation of intracellular signal transduction', 'regulation of biological quality', 'negative regulation of biological process', 'negative regulation of cellular process', 'response to endogenous stimulus'}"
C0151686,Growth retardation,191,"{'mitochondrial respiratory chain complex I', 'cell part', 'NADH dehydrogenase complex assembly', 'biological_process', 'NADH dehydrogenase complex', 'mitochondrial respiratory chain complex I assembly', 'mitochondrial respiratory chain complex assembly', 'mitochondrial electron transport, NADH to ubiquinone', 'NADH dehydrogenase activity', 'respiratory chain complex I'}",0.14196762141967623,726,0.2072068413878448,1.2462585709016245e-211,"{'inner mitochondrial membrane protein complex', 'oxidoreductase activity', 'generation of precursor metabolites and energy', 'NADH dehydrogenase (ubiquinone) activity', 'respiratory electron transport chain', 'electron transport chain', 'mitochondrial membrane part', 'respiratory chain complex', 'mitochondrial inner membrane', 'mitochondrial part'}",0.18376068376068377,363,0.19076428699951997,4.295211940861151e-179,"{'inner mitochondrial membrane protein complex', 'oxidoreductase complex', 'NADH dehydrogenase complex assembly', 'NADH dehydrogenase (ubiquinone) activity', 'respiratory electron transport chain', 'NADH dehydrogenase (quinone) activity', 'mitochondrial respiratory chain complex I assembly', 'respiratory chain complex', 'mitochondrial respiratory chain complex assembly', 'NADH dehydrogenase activity'}"
C0016522,"Foramen Ovale, Patent",1,"{'glycosaminoglycan biosynthetic process', 'organic substance biosynthetic process', 'glycosaminoglycan metabolic process', 'proteoglycan metabolic process', 'heparan sulfate proteoglycan biosynthetic process', 'carbohydrate derivative metabolic process', 'glycoprotein metabolic process', 'biosynthetic process', 'aminoglycan metabolic process', 'aminoglycan biosynthetic process'}",0.022222222222222223,45,0.4157409106396918,0.0,"{'glycosaminoglycan biosynthetic process', 'glycosaminoglycan metabolic process', 'chondroitin sulfate biosynthetic process', 'carbohydrate derivative biosynthetic process', 'mucopolysaccharide metabolic process', 'chondroitin sulfate metabolic process', 'Golgi membrane', 'aminoglycan metabolic process', 'aminoglycan biosynthetic process', 'sulfur compound biosynthetic process'}",0.0,7,0.24482803158612512,3.203851766981232e-297,"{'chondroitin sulfate proteoglycan metabolic process', 'chondroitin sulfate biosynthetic process', 'glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase activity', 'chondroitin sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process', 'dermatan sulfate proteoglycan biosynthetic process', 'glucuronylgalactosylproteoglycan 4-beta-N-acetylgalactosaminyltransferase activity', 'chondroitin sulfate proteoglycan biosynthetic process', 'integral component of organelle membrane', 'dermatan sulfate proteoglycan metabolic process', 'sulfur compound biosynthetic process'}"
C3501843,Nonmedullary Thyroid Carcinoma,1,"{'inositol phosphate phosphatase activity', 'social behavior', 'intraspecies interaction between organisms', 'inositol-1,3,4,5-tetrakisphosphate 3-phosphatase activity', 'inositol phosphate metabolic process', 'negative regulation of synaptic vesicle clustering', 'inositol tetrakisphosphate phosphatase activity', 'multi-organism behavior', 'bisphosphoglycerate 3-phosphatase activity', 'inositol hexakisphosphate 2-phosphatase activity'}",0.0,9,-0.0008846987536449736,0.8956810710504756,"{'response to isolation stress', 'GTPase activity', 'regulation of long-term neuronal synaptic plasticity', 'ribonucleoside binding', 'guanyl nucleotide binding', 'GTP binding', 'purine ribonucleoside binding', 'nucleoside binding', 'purine nucleoside binding', 'guanyl ribonucleotide binding'}",0.0,0,-0.0013255899258974627,0.8442480870348857,"{'ADP binding', 'cellular response to stimulus', 'neural tube formation', 'spinal cord motor neuron differentiation', 'response to organic substance', 'response to chemical', 'cell differentiation in spinal cord', 'embryonic epithelial tube formation', 'epithelial tube formation', 'response to lipid'}"
C1969913,"Hyperkeratosis, generalized",60,"{'membrane protein complex', 'succinate dehydrogenase activity', 'succinate dehydrogenase complex', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'connexin complex', 'fumarate reductase complex', 'succinate dehydrogenase (ubiquinone) activity', 'succinate dehydrogenase complex (ubiquinone)', 'oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor', 'gap junction channel activity'}",0.11764705882352941,16,0.1531470996323492,2.187504490250191e-115,"{'succinate-CoA ligase (ADP-forming) activity', 'tricarboxylic acid cycle', 'succinate metabolic process', 'citrate metabolic process', 'connexin complex', 'drug metabolic process', 'mitochondrial part', 'antibiotic metabolic process', 'dicarboxylic acid metabolic process', 'succinate-CoA ligase activity'}",0.06896551724137931,33,0.05407675893921394,1.0535283249024142e-15,"{'succinate-CoA ligase (ADP-forming) activity', 'tricarboxylic acid cycle', 'succinate metabolic process', 'succinyl-CoA metabolic process', 'citrate metabolic process', 'tricarboxylic acid metabolic process', 'mitochondrial matrix', 'intracellular organelle lumen', 'dicarboxylic acid metabolic process', 'succinate-CoA ligase activity'}"
C4025900,Abnormality of female internal genitalia,147,"{'telomere organization', 'box H/ACA telomerase RNP complex', 'telomere maintenance', 'telomere maintenance via telomerase', 'telomere maintenance via telomere lengthening', 'box H/ACA RNP complex', 'RNA-dependent DNA biosynthetic process', 'telomerase holoenzyme complex', 'telomerase RNA binding', 'anatomical structure homeostasis'}",0.006578947368421052,6,0.0973330779324052,2.1728126028957397e-47,"{'snoRNA guided rRNA pseudouridine synthesis', 'rRNA pseudouridine synthesis', 'ribonucleoprotein complex biogenesis', 'small nucleolar ribonucleoprotein complex assembly', 'snoRNA metabolic process', 'box H/ACA snoRNP assembly', 'ribosome biogenesis', 'cellular component biogenesis', 'pseudouridine synthesis', 'positive regulation of telomerase RNA localization to Cajal body'}",0.12,77,0.24280789969785488,3.1987830279117825e-292,"{'snoRNA guided rRNA pseudouridine synthesis', 'positive regulation of cellular metabolic process', 'small nucleolar ribonucleoprotein complex assembly', 'positive regulation of macromolecule metabolic process', 'regulation of telomerase RNA localization to Cajal body', 'positive regulation of macromolecule biosynthetic process', 'nucleic acid metabolic process', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of telomerase RNA localization to Cajal body'}"
C4020854,Neuro-degenerative disease,221,"{'cellular response to stimulus', 'cellular component organization', 'identical protein binding', 'response to stress', 'response to stimulus', 'cellular component organization or biogenesis', 'catabolic process', 'metabolic process', 'organelle organization', 'cellular metabolic process'}",0.16818181818181818,293,0.2790032883440033,0.0,"{'cytoplasmic vesicle lumen', 'cell activation', 'vesicle lumen', 'lysosomal lumen', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'immune effector process', 'organelle lumen', 'vacuolar lumen'}",0.17661691542288557,252,0.2934679000989115,0.0,"{'metabolic process', 'glycine biosynthetic process', 'vitamin B6 binding', 'organic substance metabolic process', 'membrane-enclosed lumen', 'intracellular organelle lumen', 'cytoplasmic vesicle part', 'organelle lumen', 'cytoplasmic part', 'pyridoxal phosphate binding'}"
C0018799,Heart Diseases,346,"{'chemical homeostasis', 'regulation of multicellular organismal process', 'regulation of localization', 'regulation of transport', 'regulation of biological quality', 'response to chemical', 'homeostatic process', 'response to organic substance', 'response to stimulus', 'negative regulation of biological process'}",0.12101910828025478,182,0.18054584976076707,2.5191634787231932e-160,"{'transmembrane signaling receptor activity', 'G protein-coupled receptor signaling pathway', 'synapse part', 'regulation of biological quality', 'plasma membrane part', 'molecular transducer activity', 'signaling receptor activity', 'membrane part', 'signal transduction', 'plasma membrane'}",0.1656441717791411,224,0.27645635920003253,0.0,"{'positive regulation of synaptic transmission', 'response to abiotic stimulus', 'cell activation', 'presynaptic active zone', 'G protein-coupled serotonin receptor binding', 'plasma membrane part', 'signal transduction', 'protein binding', 'presynaptic active zone organization', 'regulation of cellular process'}"
C0018418,Gynecomastia,641,"{'developmental process involved in reproduction', 'regulation of multicellular organismal process', 'reproductive process', 'male sex determination', 'reproductive structure development', 'regulation of biological quality', 'positive regulation of multicellular organismal process', 'sex determination', 'animal organ development', 'developmental process'}",0.1394700139470014,176,0.2222534935185579,5.6332791328425464e-244,"{'1-phosphatidylinositol-3-kinase activity', 'fibroblast growth factor receptor binding', 'phosphatidylinositol-3-phosphate biosynthetic process', 'hormone biosynthetic process', 'lipid biosynthetic process', 'steroid metabolic process', 'lipid metabolic process', 'oxidation-reduction process', 'steroid biosynthetic process', 'phosphatidylinositol kinase activity'}",0.2925958965209634,808,0.38388152142001786,0.0,"{'positive regulation of cellular metabolic process', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of cellular process', 'cellular response to endogenous stimulus', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of gene expression', 'positive regulation of cellular biosynthetic process', 'positive regulation of nucleobase-containing compound metabolic process', 'anatomical structure morphogenesis'}"
C0038220,Status Epilepticus,1215,"{'cellular response to chemical stimulus', 'cellular response to stimulus', 'response to oxygen-containing compound', 'response to organic cyclic compound', 'response to chemical', 'regulation of biological quality', 'cellular response to organic substance', 'response to organic substance', 'plasma membrane part', 'response to lipid'}",0.3267641449459631,872,0.4167478384085449,0.0,"{'transmembrane signaling receptor activity', 'positive regulation of cell communication', 'cell surface receptor signaling pathway', 'positive regulation of signal transduction', 'positive regulation of signaling', 'regulation of biological quality', 'signal transduction', 'plasma membrane part', 'positive regulation of molecular function', 'plasma membrane'}",0.2871729419272495,802,0.4028561038538787,0.0,"{'positive regulation of cell communication', 'positive regulation of signal transduction', 'positive regulation of signaling', 'positive regulation of ERK1 and ERK2 cascade', 'regulation of ERK1 and ERK2 cascade', 'positive regulation of response to stimulus', 'chemokine-mediated signaling pathway', 'regulation of intracellular signal transduction', 'CCR chemokine receptor binding', 'monocyte chemotaxis'}"
C4280630,Pinched bridge of nose,0,"{'regulation of mesenchymal cell apoptotic process', 'developmental growth involved in morphogenesis', 'system development', 'growth', 'canonical Wnt signaling pathway', 'limb morphogenesis', 'appendage morphogenesis', 'multicellular organismal process', 'anatomical structure morphogenesis', 'negative regulation of mesenchymal cell apoptotic process'}",0.0,213,0.19240993851387328,3.213063802759461e-182,"{'positive regulation of pathway-restricted SMAD protein phosphorylation', 'transmembrane receptor protein serine/threonine kinase binding', 'regulation of pathway-restricted SMAD protein phosphorylation', 'SMAD protein signal transduction', 'positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'transforming growth factor beta receptor binding', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'BMP receptor binding', 'receptor serine/threonine kinase binding'}",0.0,250,0.16417125938239044,1.558420746031918e-132,"{'BMP receptor activity', 'positive regulation of biomineral tissue development', 'regulation of cellular biosynthetic process', 'regulation of osteoblast differentiation', 'positive regulation of bone mineralization', 'activin-activated receptor activity', 'transmembrane receptor protein serine/threonine kinase activity', 'growth factor binding', 'positive regulation of osteoblast differentiation', 'transforming growth factor beta-activated receptor activity'}"
C0268307,Conjugated hyperbilirubinemia,29,"{'organic anion transmembrane transporter activity', 'carboxylic acid transmembrane transporter activity', 'organic acid transport', 'organic acid transmembrane transporter activity', 'bile acid transmembrane transporter activity', 'bile acid and bile salt transport', 'anion transmembrane transporter activity', 'carboxylic acid transport', 'anion transport', 'organic anion transport'}",0.0,31,0.3174018069561798,0.0,"{'interleukin-23 receptor binding', 'interleukin-23 complex', 'positive regulation of NK T cell proliferation', 'positive regulation of memory T cell differentiation', 'positive regulation of interferon-gamma production', 'regulation of NK T cell proliferation', 'interleukin-23-mediated signaling pathway', 'regulation of T-helper 17 cell lineage commitment', 'positive regulation of T-helper 17 cell lineage commitment', 'interleukin-12-mediated signaling pathway'}",0.009523809523809525,77,0.17857616171500912,7.805802016155942e-157,"{'cell activation', 'regulation of alpha-beta T cell proliferation', 'regulation of cytokine biosynthetic process', 'regulation of interferon-gamma production', 'molecular transducer activity', 'signaling receptor activity', 'regulation of cytokine production', 'aminophospholipid transmembrane transporter activity', 'positive regulation of cytokine biosynthetic process', 'positive regulation of alpha-beta T cell proliferation'}"
C0020620,Hypohidrosis,34,"{'regulation of cell population proliferation', 'ciliary neurotrophic factor receptor binding', 'regulation of keratinocyte proliferation', 'membrane lipid metabolic process', 'tissue development', 'CRLF-CLCF1 complex', 'animal organ morphogenesis', 'sphingolipid metabolic process', 'positive regulation of gene expression', 'developmental process'}",0.0,10,0.06050097996291918,2.8353657373716123e-19,"{'gap junction assembly', 'gap junction channel activity involved in cardiac conduction electrical coupling', 'integral component of membrane', 'intrinsic component of membrane', 'gap junction channel activity involved in cell communication by electrical coupling', 'gap junction', 'wide pore channel activity', 'connexin complex', 'membrane part', 'gap junction channel activity'}",0.0,0,0.07812300356780763,4.31037252891191e-31,"{'regulation of purine nucleotide metabolic process', 'negative regulation of apoptotic process', 'negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway', 'negative regulation of response to endoplasmic reticulum stress', 'regulation of nucleotide metabolic process', 'regulation of ATP metabolic process', 'response to endoplasmic reticulum stress', 'regulation of response to endoplasmic reticulum stress', 'negative regulation of apoptotic signaling pathway', 'negative regulation of intrinsic apoptotic signaling pathway'}"
C1840379,Cerebellar vermis hypoplasia,52,"{'cilium assembly', 'MKS complex', 'cell projection assembly', 'cilium organization', 'cell projection organization', 'ciliary basal body-plasma membrane docking', 'membrane docking', 'plasma membrane bounded cell projection organization', 'plasma membrane bounded cell projection assembly', 'organelle localization by membrane tethering'}",0.0,0,-0.0011340618430558849,0.866522966017895,"{'integral component of membrane', 'smoothened signaling pathway', 'specification of symmetry', 'intrinsic component of membrane', ""3'-phospho-5'-adenylyl sulfate transmembrane transport"", 'determination of bilateral symmetry', 'neural tube closure', 'fibroblast growth factor receptor signaling pathway', 'determination of left/right symmetry', ""3'-phosphoadenosine 5'-phosphosulfate transport""}",0.04225352112676056,22,0.08410782612577385,8.729904529073587e-36,"{'transport of virus', 'multi-organism transport', 'other organism part', 'multi-organism localization', 'other organism cell', 'positive regulation of centriole elongation', 'intracellular transport of virus', 'microtubule-based process', 'host cell', 'organelle organization'}"
C0338831,Manic,0,"{'cellular response to cadmium ion', 'positive regulation of ion transport', 'regulation of transmembrane transporter activity', 'enone reductase activity', 'positive regulation of epithelial cell apoptotic process', 'positive regulation of endothelial cell apoptotic process', 'C21-steroid hormone metabolic process', 'regulation of ion transmembrane transporter activity', 'regulation of ion transport', 'progesterone metabolic process'}",0.0,1,0.10914630008168229,3.3678977130585817e-59,"{'ATP-dependent microtubule motor activity, minus-end-directed', 'regulation of homophilic cell adhesion', 'dynein light intermediate chain binding', 'ATP-dependent microtubule motor activity', 'cilium-dependent cell motility', 'movement of cell or subcellular component', 'microtubule-based process', 'cilium or flagellum-dependent cell motility', 'dynein intermediate chain binding', 'dynein light chain binding'}",0.0,14,0.005495863525252929,0.41533851333340643,"{'Golgi to plasma membrane protein transport', 'early endosome membrane', 'Golgi to plasma membrane transport', 'establishment of protein localization to plasma membrane', 'ADP-ribosylation factor binding', 'cholecystokinin receptor activity', 'metallopeptidase activity', 'cholecystokinin signaling pathway', 'meprin A complex', 'protein localization to cell surface'}"
C0151721,Testicular hypogonadism,109,"{'MAPK cascade', 'developmental process involved in reproduction', 'regulation of multicellular organismal process', 'reproductive process', 'male sex determination', 'signal transduction by protein phosphorylation', 'anatomical structure development', 'signal transduction', 'sex determination', 'regulation of gonad development'}",0.15591397849462366,106,0.31849250560775494,0.0,"{'1-phosphatidylinositol-3-kinase activity', 'G protein-coupled receptor signaling pathway', 'fibroblast growth factor receptor binding', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol-3-phosphate biosynthetic process', 'signal transduction', 'phosphatidylinositol kinase activity', 'G protein-coupled receptor activity', 'fibroblast growth factor receptor signaling pathway', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity'}",0.14285714285714285,59,0.34569272073681573,0.0,"{'fibroblast growth factor-activated receptor activity', 'positive regulation of ERK1 and ERK2 cascade', 'regulation of signal transduction', 'regulation of ERK1 and ERK2 cascade', 'regulation of smoothened signaling pathway', 'receptor complex', 'regulation of response to stimulus', 'hedgehog family protein binding', 'regulation of cell communication', 'regulation of signaling'}"
C0026266,Mitral Valve Insufficiency,113,"{'response to oxygen levels', 'cellular process', 'extracellular matrix structural constituent', 'extracellular matrix component', 'extracellular matrix constituent conferring elasticity', 'negative regulation of transforming growth factor beta receptor signaling pathway', 'transforming growth factor beta receptor signaling pathway', 'negative regulation of cellular response to transforming growth factor beta stimulus', 'structural molecule activity conferring elasticity', 'positive regulation of actin filament bundle assembly'}",0.08333333333333333,121,0.2520286719773219,0.0,"{'glycosaminoglycan metabolic process', 'collagen-containing extracellular matrix', 'mucopolysaccharide metabolic process', 'extracellular matrix', 'extracellular matrix structural constituent', 'chondroitin sulfate metabolic process', 'aminoglycan metabolic process', 'extracellular structure organization', 'extracellular region', 'extracellular matrix organization'}",0.015625,17,0.2777278462339689,0.0,"{'glycosaminoglycan metabolic process', 'carbohydrate derivative catabolic process', 'lysosomal lumen', 'mucopolysaccharide metabolic process', 'sulfur compound catabolic process', 'glycosaminoglycan catabolic process', 'chondroitin sulfate catabolic process', 'aminoglycan catabolic process', 'aminoglycan metabolic process', 'vacuolar lumen'}"
C0743912,Increased ferritin,60,"{'iron ion transmembrane transport', 'iron ion homeostasis', 'ion transport', 'iron ion transport', 'transition metal ion transport', 'transition metal ion homeostasis', 'cation homeostasis', 'metal ion homeostasis', 'cellular iron ion homeostasis', 'cellular transition metal ion homeostasis'}",0.08045977011494253,34,0.2555226066134256,0.0,"{'cytoplasmic vesicle lumen', 'extracellular space', 'vesicle-mediated transport', 'vesicle lumen', 'blood microparticle', 'regulation of iron ion transport', 'response to iron ion', 'cellular response to iron ion', 'secretory granule lumen', 'extracellular region'}",0.22826086956521738,53,0.22757650770374854,5.13653209970238e-256,"{'iron ion homeostasis', 'endoplasmic reticulum lumen', 'regulation of iron ion transport', 'transition metal ion homeostasis', 'response to iron ion', 'response to inorganic substance', 'metal ion homeostasis', 'response to metal ion', 'HFE-transferrin receptor complex', 'cellular transition metal ion homeostasis'}"
C1862314,Basal cell nevi,334,"{'response to abiotic stimulus', 'DNA repair complex', 'DNA metabolic process', 'damaged DNA binding', 'response to light stimulus', 'response to radiation', 'response to UV', 'mismatched DNA binding', 'cellular response to DNA damage stimulus', 'DNA repair'}",0.26282051282051283,257,0.4131108982727789,0.0,"{'telomere organization', 'DNA-dependent ATPase activity', 'telomere maintenance', 'DNA metabolic process', 'DNA replication', 'damaged DNA binding', 'DNA recombination', 'chromosome organization', 'cellular response to DNA damage stimulus', 'DNA repair'}",0.21356421356421357,507,0.3545782599424638,0.0,"{'nucleotide-excision repair, preincision complex assembly', 'DNA metabolic process', 'transcription factor TFIIH holo complex', 'transcription-coupled nucleotide-excision repair', 'nucleotide-excision repair', 'RNA capping', '7-methylguanosine mRNA capping', 'cellular response to DNA damage stimulus', 'DNA repair', '7-methylguanosine RNA capping'}"
C0040038,Thromboembolism,89,"{'regulation of coagulation', 'regulation of body fluid levels', 'regulation of blood coagulation', 'regulation of hemostasis', 'negative regulation of hemostasis', 'blood coagulation', 'negative regulation of blood coagulation', 'hemostasis', 'negative regulation of coagulation', 'coagulation'}",0.4230769230769231,59,0.3443285230899145,0.0,"{'extracellular space', 'regulation of body fluid levels', 'blood coagulation, intrinsic pathway', 'protein activation cascade', 'negative regulation of hemostasis', 'blood coagulation', 'negative regulation of blood coagulation', 'hemostasis', 'multicellular organismal process', 'coagulation'}",0.23577235772357724,63,0.33173102177721236,0.0,"{'extracellular space', 'regulation of body fluid levels', 'platelet degranulation', 'protein activation cascade', 'blood coagulation', 'hemostasis', 'secretory granule lumen', 'organic substance metabolic process', 'extracellular matrix', 'coagulation'}"
C0694563,Excessive daytime somnolence,14,"{'protein O-linked mannosylation', 'protein glycosylation', 'regulation of glycoprotein metabolic process', 'protein mannosylation', 'mannosylation', 'positive regulation of protein O-linked glycosylation', 'regulation of glycoprotein biosynthetic process', 'protein O-linked glycosylation', 'regulation of protein O-linked glycosylation', 'regulation of protein glycosylation'}",0.0,2,0.2158992134630829,5.16370598950184e-230,"{'protein glycosylation', 'macromolecule glycosylation', 'integral component of membrane', 'mannosylation', 'protein mannosylation', 'intrinsic component of membrane', 'glycosylation', 'Golgi apparatus part', 'Golgi membrane', 'membrane part'}",0.0,169,0.16468520944585338,2.3054118906165464e-133,"{'regulation of protein modification process', 'immune system process', 'regulation of cell activation', 'neuron projection maintenance', 'regulation of immune response', 'regulation of cytokine production', 'regulation of leukocyte activation', 'regulation of immune system process', 'organelle membrane', 'regulation of protein phosphorylation'}"
C0001624,Adrenal Gland Neoplasms,160,"{'response to peptide', 'regulation of cell cycle', 'response to nitrogen compound', 'cellular response to organonitrogen compound', 'response to chemical', 'signal transduction', 'response to organonitrogen compound', 'cellular response to nitrogen compound', 'response to endogenous stimulus', 'response to peptide hormone'}",0.0,3,0.1337590237022758,3.0990565226846806e-88,"{'positive regulation of transport', 'G protein-coupled receptor signaling pathway', 'response to toxic substance', 'HMG box domain binding', 'receptor ligand activity', 'hormone activity', 'regulation of response to food', 'neuropeptide hormone activity', 'release of cytochrome c from mitochondria', 'regulation of appetite'}",0.11420612813370473,240,0.22685912925081006,2.2473684386985733e-254,"{'RNA polymerase II regulatory region sequence-specific DNA binding', 'RNA polymerase II proximal promoter sequence-specific DNA binding', 'transcription regulatory region DNA binding', 'regulatory region nucleic acid binding', 'transcription by RNA polymerase II', 'transcription regulatory region sequence-specific DNA binding', 'RNA polymerase II regulatory region DNA binding', 'sequence-specific double-stranded DNA binding', 'double-stranded DNA binding', 'proximal promoter sequence-specific DNA binding'}"
C0334634,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",148,"{'response to oxygen-containing compound', 'cellular response to oxygen-containing compound', 'positive regulation of neuron death', 'Wnt signalosome', 'Wnt signaling pathway', 'cell surface receptor signaling pathway involved in cell-cell signaling', 'response to organic substance', 'cellular response to organic substance', 'postsynaptic cytosol', 'region of cytosol'}",0.052980132450331126,11,0.21252486884868588,8.850939610714538e-223,"{'positive regulation of cell communication', 'positive regulation of signal transduction', 'positive regulation of signaling', 'positive regulation of macromolecule metabolic process', 'regulation of signal transduction', 'multicellular organism growth', 'negative regulation of biological process', 'negative regulation of cellular process', 'regulation of cell communication', 'regulation of signaling'}",0.14,194,0.33198156108795696,0.0,"{'regulation of protein modification process', 'regulation of plasma membrane bounded cell projection organization', 'regulation of cell differentiation', 'response to chemical', 'negative regulation of oxidative stress-induced cell death', 'regulation of cell projection organization', 'regulation of muscle cell differentiation', 'positive regulation of protein modification process', 'negative regulation of cellular process', 'regulation of cellular response to stress'}"
C0221204,Lytic lesion,247,"{'response to oxygen-containing compound', 'regulation of multicellular organismal process', 'response to organic substance', 'response to chemical', 'regulation of phosphate metabolic process', 'positive regulation of phosphate metabolic process', 'response to steroid hormone', 'response to hormone', 'developmental process', 'positive regulation of phosphorus metabolic process'}",0.027607361963190184,88,0.19640767017511718,6.202136005106925e-190,"{'gap junction assembly', 'regulation of cell migration', 'response to wounding', 'wide pore channel activity', 'chemoattractant activity', 'connexin complex', 'regulation of cell motility', 'gap junction channel activity', 'positive regulation of cell migration', 'extracellular matrix organization'}",0.1762402088772846,654,0.33080672467172195,0.0,"{'immune system process', 'positive regulation of cellular metabolic process', 'CCR6 chemokine receptor binding', 'cytokine receptor binding', 'signaling receptor binding', 'positive regulation of metabolic process', 'positive regulation of macromolecule metabolic process', 'response to stress', 'response to stimulus', 'positive regulation of nitrogen compound metabolic process'}"
C0232744,Decreased liver function,30,"{'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'peroxisomal membrane', 'microbody membrane', 'intrinsic component of peroxisomal membrane', 'protein import into peroxisome matrix', 'protein targeting to peroxisome', 'cytoplasmic part', 'peroxisomal membrane transport', 'integral component of peroxisomal membrane'}",0.3582089552238806,61,0.4053828528150658,0.0,"{'microbody part', 'peroxisomal membrane transport', 'peroxisomal transport', 'peroxisomal membrane', 'microbody membrane', 'protein import', 'microbody', 'peroxisome organization', 'peroxisomal part', 'peroxisome'}",0.3559322033898305,50,0.296658950057756,0.0,"{'microbody part', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'peroxisomal membrane transport', 'peroxisomal transport', 'peroxisomal membrane', 'microbody membrane', 'protein import into peroxisome matrix', 'protein targeting to peroxisome', 'peroxisome organization'}"
