,data,data,loo_ptest[DP],loo_ptest[DP],loo_ptest[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],lci_dpp[0.3][DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],ci_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],rw_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],dns_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],diamond_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],node2vec_dpp[DP],subgraph_metrics[DP],subgraph_metrics[DP],subgraph_metrics[DP]
C0020461,Hyperkalemia,,17,0.19,0.19,0.25,0.1,0.6908727948003713,0.03782841774672853,0.15,0.1,0.605552460538533,0.0377801838685534,0.15,0.15,0.665819405757,0.0354033402771,0.35,0.05,0.7461049210770658,0.02302185874441825,0.05,0.0,0.5994533426183845,0.001593457183858937,0.0,0.0,0.5423862581244197,0.00041791655489339415,0.1,0.1,0.6636513463324049,0.016069613902845316,0.9855737704918032,0.9693423286979668,0.08088235294117647
C1865572,Proximally placed thumbs,,17,0.06,0.14,0.2,0.1,0.7013927576601671,0.006786831903072779,0.2,0.1,0.6406894150417826,0.0068757368312961755,0.2,0.2,0.8552553389040001,0.0620128579832,0.2,0.0,0.8346703806870938,0.004384744167312914,0.0,0.0,0.6428621169916435,0.0009951462615598562,0.25,0.15,0.6194788765088208,0.02245581804294568,0.1,0.0,0.8175371402042713,0.002419294241902976,0.9886471144749291,0.8045802867619612,0.08823529411764706
C3279222,Cerebellar hypoplasia and atrophy,,41,0.0,0.28,0.27,0.1,0.8287667317345232,0.015616147746678657,0.245,0.1,0.8286814463654955,0.017108109500168577,0.275,0.05,0.835178471835,0.020830959565,0.05,0.0,0.8554947480944414,0.003633624088674053,0.0,0.0,0.7001215374604944,0.0016868761347315158,0.075,0.0,0.5433758598252464,0.002355020564742969,0.1,0.0,0.7841559769473879,0.005152668178082175,0.976311336717428,0.7967889036671101,0.042682926829268296
C0003123,Anorexia,,42,0.0,0.0,0.195,0.16999999999999998,0.8179561933534742,0.050569177903785886,0.275,0.1,0.7946096909133162,0.019411961571525586,0.27,0.0,0.783646641878,0.00907400355398,0.16499999999999998,0.075,0.7860625145247502,0.02137639939143355,0.125,0.025,0.6707867766674414,0.004882620515780157,0.125,0.05,0.5809377178712525,0.008483491811956359,0.1,0.05,0.7659823379037879,0.01030340815377378,0.966304347826087,0.8624067870789638,0.036004645760743324
C2749675,Cortical gyral simplification,,19,0.09,0.3,0.05,0.0,0.8285994521311171,0.0019460523449616595,0.1,0.05,0.8025222861918471,0.005609126238574443,0.05,0.0,0.7299018014669999,0.00109931632895,0.0,0.0,0.7712392051258241,0.000909190433532904,0.0,0.0,0.5573323892654842,0.0005362299284856053,0.0,0.0,0.4930355650478225,8.820820068435815e-05,0.05,0.0,0.7420326864147089,0.002497703199139205,0.9797365754812564,0.9589990732159408,0.05847953216374269
C0003126,Anosmia,,21,0.02,0.25,0.2,0.15,0.6083081816493313,0.02750824293572456,0.15,0.15,0.6067015694650817,0.01643970926320688,0.15,0.1,0.556845514487,0.0178928441472,0.05,0.05,0.5791813707280832,0.02674452142333832,0.25,0.1,0.6191551355869243,0.01383969668804312,0.15,0.15,0.5690251207280832,0.061072583561755774,0.05,0.0,0.6625069650817237,0.002228043028014587,0.9497206703910616,0.981132075471698,0.042857142857142864
C1839326,Abnormally-shaped vertebrae,,31,0.15,0.97,0.2333333333333333,0.03333333333333333,0.808334494719564,0.008501036821429676,0.2333333333333333,0.03333333333333333,0.80867903930131,0.009209547308129356,0.0333333333333,0.0,0.7649032952399999,0.00224589360629,0.0,0.0,0.7696955619560841,0.0012196154319727213,0.0,0.0,0.6080871194524452,0.0005467828053373992,0.1,0.03333333333333333,0.5435070767134318,0.0025889674146292,0.03333333333333333,0.0,0.6458433986806653,0.001227099883687533,0.9843878389482332,0.8325445332497519,0.040860215053763436
C0409354,Flexion contracture of hip,,10,0.08,0.76,0.2,0.1,0.8200283102055972,0.007581836811454105,0.2,0.1,0.8238989186429666,0.00732228849390887,0.1,0.0,0.7370376386499999,0.00247962365667,0.0,0.0,0.7842205411426184,0.0009281001224270564,0.0,0.0,0.4924629878869448,4.640801930573604e-05,0.0,0.0,0.4930384740335082,4.640801930573604e-05,0.2,0.1,0.7156309463034296,0.007537092917873295,0.9894736842105264,0.9849304482225656,0.04444444444444445
C0023467,"Leukemia, Myelocytic, Acute",cancer,121,0.0,0.34,0.05,0.008333333333333333,0.8157464856627479,0.0125237410222956,0.04166666666666666,0.008333333333333333,0.7998859455217917,0.011789391811360636,0.049358974358999996,0.0,0.812826463749,0.0036831225417700004,0.008333333333333333,0.0,0.8115292809603781,0.002969597014047878,0.0,0.0,0.6743328231683101,0.0013419206230975492,0.03205128205128205,0.02371794871794872,0.5172024745096914,0.002368354515079133,0.016666666666666666,0.0,0.6905856012650657,0.0022248205303915607,0.9651560260227148,0.5295124216149665,0.021763085399449038
C3714497,Reactive airway disease,,21,0.01,0.62,0.13333333333333333,0.13333333333333333,0.8657205763992076,0.023291159838697485,0.13333333333333333,0.1,0.7848439821693909,0.02192371883191092,0.133333333333,0.1,0.7868189697869999,0.101256258893,0.0,0.0,0.7834935302129767,0.0006643187981616111,0.0,0.0,0.4755734583952452,9.75014426491214e-05,0.03333333333333333,0.03333333333333333,0.5099074418028728,0.001847244666487072,0.13333333333333333,0.05,0.6312066617137198,0.006512047203541304,0.9880863737900224,0.9390498497886858,0.0380952380952381
C1167918,CSF lactate increased,,32,0.0,0.24,0.7083333333333333,0.425,0.9801947348044908,0.1453756446592456,0.7083333333333333,0.225,0.9609101819589624,0.0406742802577496,0.683333333333,0.133333333333,0.972846689895,0.045259148642100004,0.675,0.26666666666666666,0.9646697638404956,0.06026676346773989,0.7166666666666666,0.1,0.8893041037553232,0.04378273021525394,0.325,0.2,0.7076302748741773,0.02599836874339051,0.7083333333333333,0.19166666666666665,0.9693697251258226,0.04134472193293702,0.8802850356294537,0.8418774903246716,0.2540322580645161
C0007134,Renal Cell Carcinoma,cancer,136,0.0,0.33,0.0879120879120879,0.03571428571428571,0.7855243852827999,0.009507693176643794,0.07252747252747252,0.05054945054945055,0.8028954204844686,0.01587040235270049,0.09505494505489999,0.0291208791209,0.771289060596,0.008027136046169999,0.06593406593406594,0.029120879120879118,0.7720323616908744,0.0061213388933042635,0.0,0.0,0.7047519354274407,0.0015695689350391008,0.02967032967032967,0.014835164835164838,0.526370214911833,0.0035719035426999743,0.014285714285714284,0.0071428571428571435,0.687533877354614,0.002361292928298232,0.9602027691609292,0.4323956823327863,0.02864923747276689
C1857108,Decreased joint mobility,,52,0.0,0.08,0.11666666666666667,0.07666666666666666,0.8195406494613655,0.012202731679709256,0.15,0.03666666666666667,0.8329862822599395,0.01148856512531565,0.19,0.05666666666669999,0.7906807719140001,0.0127790455391,0.17333333333333334,0.07666666666666667,0.8288948306595365,0.034926462648708766,0.03666666666666667,0.02,0.7301605053088429,0.003358704810492213,0.07333333333333332,0.05666666666666665,0.5301348523599162,0.007053851241092299,0.07333333333333332,0.016666666666666666,0.7076496938696427,0.0055600982726118535,0.9671007539410555,0.8430860623947632,0.03619909502262444
C0007137,Squamous cell carcinoma,cancer,114,0.0,0.46,0.16742424242424242,0.062121212121212126,0.8912926306388043,0.03488417404856186,0.14090909090909093,0.05303030303030303,0.8750732738945676,0.017343839386943866,0.159848484848,0.062121212121199997,0.857602572853,0.022703518185700003,0.12424242424242422,0.027272727272727268,0.866648153879418,0.01395196967473809,0.0,0.0,0.7622277489722578,0.0014747894822470992,0.06136363636363636,0.00909090909090909,0.5421924792861695,0.004236579713196903,0.025,0.0,0.7651807328520008,0.003698970059112918,0.9498347497639282,0.4684175127309996,0.06598354292811676
C0007131,Non-Small Cell Lung Carcinoma,respiratory system ,104,0.0,0.04,0.04818181818181818,0.00909090909090909,0.8005562265078418,0.013618969659512464,0.039090909090909086,0.01909090909090909,0.7973421390523894,0.02306384758512601,0.06727272727269999,0.038181818181800005,0.781616345245,0.0145892655164,0.04818181818181818,0.01909090909090909,0.7734587660975578,0.004410549486735553,0.0,0.0,0.7004835305933055,0.0011355970028750018,0.06727272727272728,0.03818181818181818,0.5411035116936389,0.004218524189435978,0.0,0.0,0.6934905480479526,0.0018768244263917288,0.9638081833718708,0.5360994204253993,0.033607169529499624
C0677050,Manganese Poisoning,,11,0.0,0.0,0.1,0.0,0.7645293790030632,0.002413670173866387,0.15,0.0,0.7632507193910703,0.0042795982566085355,0.2,0.0,0.770611714471,0.004475834066310001,0.1,0.1,0.7922352176738141,0.006985551853834285,0.0,0.0,0.6434430984869581,0.0005461650033473028,0.1,0.0,0.5434744268077601,0.0018007957072613847,0.0,0.0,0.740135059871902,0.000326190964965575,0.9838274932614556,0.8949405584738733,0.21818181818181814
C0242698,"Ventricular Dysfunction, Left",,19,0.04,0.01,0.0,0.0,0.7260609155910485,0.0006013254061951571,0.0,0.0,0.7426734144303093,0.0007126844797641463,0.05,0.0,0.6810845946699999,0.0012662018559600001,0.0,0.0,0.7390286934720028,0.0007995753980645211,0.0,0.0,0.5990551583248211,0.00046943882318062753,0.05,0.05,0.5183408394465596,0.002583565675150468,0.05,0.0,0.6831135667192868,0.001215198568815341,0.9741007194244604,0.9060629771395944,0.10526315789473684
C0243050,Cardiovascular Abnormalities,,31,0.0,0.05,0.2333333333333333,0.0,0.8304078014184398,0.005421119139211046,0.26666666666666666,0.1,0.7865902474526928,0.030347672794558942,0.1,0.06666666666669999,0.755611818266,0.024264433683799998,0.06666666666666668,0.0,0.7716215274551704,0.002269001212799745,0.0,0.0,0.6292307364737216,0.0012711459927493098,0.1,0.0,0.5434064232401127,0.001566266025095985,0.03333333333333333,0.0,0.7170514726377404,0.0018551312004352308,0.975562072336266,0.8549863478355004,0.053763440860215055
C0007138,"Carcinoma, Transitional Cell",cancer,32,0.01,0.2,0.1,0.1,0.7976480836236933,0.041827272587931605,0.12499999999999994,0.06666666666666668,0.8452605497483546,0.008958342102236045,0.18333333333299998,0.1,0.844035617499,0.0800873822638,0.1,0.06666666666666668,0.8457677119628342,0.011884120152115192,0.0,0.0,0.7414527680991095,0.0010829606144277235,0.15833333333333333,0.06666666666666668,0.6352380952380952,0.048188364827584665,0.0,0.0,0.7347719705768486,0.0009725227269376164,0.9745858860903108,0.6700760994972531,0.1129032258064516
C0751883,"Congenital Myasthenic Syndromes, Postsynaptic",,11,0.0,0.0,0.75,0.4,0.8507077879884897,0.2367945254672609,0.6,0.5,0.8604822240787152,0.2761470022926593,0.7,0.6,0.840775549986,0.260145683361,0.65,0.55,0.8842963891209505,0.2616120241600306,0.7,0.7,0.8496449456975773,0.31668523030514983,0.25,0.25,0.6197797735078436,0.2500371279231075,0.3,0.1,0.9483221943748259,0.0577312417722093,0.8356164383561644,0.9904716531681752,0.10909090909090907
C0085271,Self-Injurious Behavior,,12,0.95,0.73,0.0,0.0,0.8317649106521234,0.0006250829775166775,0.0,0.0,0.8575806451612902,0.0006859534540161718,0.1,0.0,0.8102842886980001,0.00260671594541,0.2,0.1,0.8371292643304711,0.00955033675112956,0.0,0.0,0.6709224878161986,0.0005320640880414098,0.1,0.0,0.6437851009514968,0.0038418070203300467,0.0,0.0,0.6027848688790902,0.0002510854146497916,0.9945927678269686,0.7146251684010648,0.12121212121212123
C0085159,Seasonal Affective Disorder,,16,0.0,0.02,0.0,0.0,0.7976428670906642,0.0010215604525431073,0.4,0.05,0.8817151014344737,0.009463852872961646,0.4,0.4,0.841157560002,0.0972507578582,0.5,0.25,0.8528202033331785,0.0362241406744706,0.35,0.2,0.6933324822431642,0.01659592844356354,0.35,0.25,0.6702451139687109,0.1182700153486858,0.25,0.1,0.7801262708323662,0.05314844310341059,0.9256865912762521,0.9338671945294224,0.19166666666666668
C0039621,Tetany,,18,0.83,0.28,0.1,0.1,0.7391858953526161,0.0049827266630858786,0.1,0.1,0.7459689400622127,0.02133082466367999,0.1,0.05,0.632704628813,0.00514014237476,0.0,0.0,0.6627756627512883,0.0003654178786061024,0.0,0.0,0.4914712846464552,8.356201128318405e-05,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.0,0.0,0.5171734992339477,0.0003018688494121198,0.9908256880733946,0.9889978136681008,0.013071895424836602
C0029172,Oral Submucous Fibrosis,gastrointestinal system ,16,0.0,0.0,0.4,0.3,0.8658047444408336,0.051868420291282726,0.4,0.25,0.8346664500255325,0.06267064964784366,0.45,0.3,0.8242328582699999,0.0777308056013,0.5,0.25,0.8624553177661205,0.131885976553081,0.15,0.05,0.7661633628893739,0.007090827636234164,0.35,0.35,0.6703170697739196,0.0415839485027724,0.3,0.05,0.8742514275103291,0.013708499455950068,0.9437037037037036,0.9534339390206344,0.15833333333333333
C0027947,Neutropenia,hematopoietic system ,13,0.09,0.2,0.2,0.2,0.6838272836984776,0.0391341007026755,0.2,0.1,0.7138634886743409,0.01802104700914815,0.1,0.05,0.6832656424060001,0.0053766343569,0.05,0.05,0.7132658744894169,0.01747407864193521,0.1,0.05,0.5455869383587078,0.011051055067768354,0.1,0.1,0.5437314333457112,0.050051055067768364,0.0,0.0,0.6812128666914222,0.0015348198781001449,0.9590163934426228,0.9928315412186379,0.0641025641025641
C4072825,Thickened facial skin with coarse facial features,,107,0.0,0.04,0.15909090909090912,0.11090909090909087,0.8501608179699088,0.07606621208587751,0.14909090909090908,0.11181818181818183,0.8418659673659674,0.09078285582840433,0.15,0.0927272727273,0.807200656919,0.0674711660511,0.17727272727272728,0.07454545454545455,0.8291935367662641,0.017168177834021785,0.039090909090909086,0.0,0.7353422547149819,0.003633216473750568,0.04818181818181818,0.01909090909090909,0.5218672388217843,0.020476313762755542,0.07545454545454545,0.03818181818181818,0.7210954015681288,0.006080691805688132,0.9605133267522212,0.6020061396970577,0.024687004055722096
C0266483,Pachygyria,,41,0.15,0.13,0.09,0.0,0.7468674474809445,0.003948432319866137,0.045,0.025,0.8026970626510505,0.004056630041654412,0.125,0.025,0.7429366517939999,0.00599972033267,0.12,0.0,0.7873461609964678,0.004813254981717165,0.045,0.0,0.6512115402491169,0.0016823944271450294,0.0,0.0,0.5281102435396914,0.0007291352014784183,0.0,0.0,0.6796795408068415,0.0009131494504369359,0.9798401112269726,0.7943276813212847,0.03536585365853658
C3665596,Warts,,10,0.0,0.01,0.3,0.3,0.6999257437230241,0.1222375058238424,0.3,0.3,0.7633406042604538,0.13334705512465422,0.3,0.3,0.684318002506,0.08630762863600001,0.1,0.1,0.7569360003712814,0.010121067633319065,0.0,0.0,0.6330417227456258,0.0009321819151336043,0.3,0.3,0.6450341114772358,0.046143596724625126,0.1,0.0,0.6251589548429015,0.0017446621000461171,0.9877800407331976,0.9447085754534248,0.13333333333333333
C0497202,Abnormal ocular motility,,19,0.19,0.0,0.1,0.0,0.6962264369950785,0.002435737900054885,0.05,0.0,0.6943576469495775,0.0020167755216474155,0.1,0.0,0.6804496703499999,0.0023412167657800003,0.0,0.0,0.7040091930541371,0.0010893860520670821,0.0,0.0,0.5226146810288792,0.0002629437546946308,0.1,0.05,0.5436437923669794,0.007196978705172133,0.0,0.0,0.5176130559940569,0.0002557324420160561,0.98489010989011,0.9490140752649364,0.06432748538011697
C0007222,Cardiovascular Diseases,,59,0.0,0.04,0.12,0.05333333333333333,0.8465358793066022,0.007829025748395465,0.10333333333333332,0.03666666666666667,0.8464783545756195,0.008533503763243503,0.103333333333,0.036666666666699994,0.816573092071,0.0073695769804200005,0.06999999999999999,0.016666666666666666,0.8276754426768381,0.007539690941523394,0.016666666666666666,0.0,0.6431980494309549,0.001499392855840362,0.016666666666666666,0.0,0.5097016776754427,0.0007031890934765412,0.11666666666666665,0.03333333333333333,0.8211994914255591,0.014647933550013712,0.9713993871297242,0.7183900436912485,0.03272939801285798
C0017563,Gingival Diseases,gastrointestinal system ,19,0.01,0.05,0.6,0.45,0.8897065651406816,0.14024500740196744,0.6,0.35,0.9157465874268734,0.13175476670073308,0.55,0.35,0.88129120624,0.145138907621,0.35,0.25,0.901880397437088,0.04246963635227702,0.2,0.05,0.7140112823846224,0.008763917260678359,0.2,0.15,0.5943495217754666,0.0600696380985488,0.2,0.1,0.8634715386758287,0.03686408858272567,0.9543899657924744,0.9489319691258302,0.11695906432748535
C0242184,Hypoxia,,32,0.01,0.23,0.05833333333333333,0.0,0.8596860240030972,0.0024710789880587176,0.0,0.0,0.8115245838172667,0.0020596500236962625,0.05833333333330001,0.025,0.850842044135,0.00494366155419,0.0,0.0,0.8401873790166473,0.0015151630997329707,0.0,0.0,0.6595112272551298,0.0006341576368404278,0.05833333333333333,0.0,0.5556848625629114,0.001660195122483452,0.025,0.0,0.7900313588850174,0.002778257146304189,0.9788323659952202,0.6443924775601081,0.0625
C0010964,Dandy-Walker Syndrome,nervous system ,30,0.08,0.09,0.2,0.1,0.7973157739892539,0.013584904187472557,0.1,0.06666666666666668,0.7786787135535219,0.043324472727166184,0.233333333333,0.166666666667,0.791628342701,0.023438875520999998,0.16666666666666666,0.06666666666666668,0.8162447159381241,0.011056694673494448,0.1,0.03333333333333333,0.677938557780152,0.003971657537739449,0.1,0.0,0.5600470726684318,0.0027144739989532697,0.06666666666666668,0.0,0.762227280469488,0.0024687746419614466,0.9782135076252724,0.8567694588956747,0.045977011494252866
C0025261,Memory Disorders,,38,0.0,0.45,0.13333333333333333,0.0,0.7465832520098518,0.0043317573885283366,0.08333333333333333,0.0,0.7863101600136313,0.0035853962976482405,0.05,0.0,0.792563354865,0.0030262897476900003,0.05,0.025,0.790235760645631,0.003816170278609143,0.0,0.0,0.5605476555602026,0.0003694651227853904,0.08333333333333333,0.025,0.5475343494895983,0.0056056015374409,0.025,0.0,0.7588828477159719,0.0017821694796332469,0.9842300556586272,0.8231993876028333,0.04836415362731152
C0239946,"Fibrosis, Liver",,32,0.0,0.08,0.125,0.06666666666666668,0.6895882694541229,0.0045300191846358116,0.13333333333333333,0.06666666666666668,0.6535499419279907,0.007611770164089436,0.1,0.06666666666669999,0.6622100271,0.0115115492043,0.03333333333333333,0.0,0.670089430894309,0.0016722833445776124,0.03333333333333333,0.0,0.5616794425087107,0.0011100506524964252,0.0,0.0,0.4930313588850174,0.00014864190081843924,0.03333333333333333,0.03333333333333333,0.5693012001548586,0.00457069326621627,0.9735408560311284,0.9380968243393292,0.034274193548387094
C0037822,Speech Disorders,,58,0.0,0.17,0.11666666666666665,0.03333333333333333,0.7606045242414377,0.007413428280300105,0.1,0.016666666666666666,0.7797114594477262,0.00615767870096475,0.07,0.05,0.716311456347,0.00913076050708,0.03333333333333333,0.0,0.7407514302990836,0.0018645651893382856,0.016666666666666666,0.016666666666666666,0.6461206722793307,0.0018936547084234558,0.016666666666666666,0.016666666666666666,0.5197903778470316,0.0028665409076714227,0.02,0.0,0.689904956819697,0.002021335140311805,0.9806793393580556,0.7938486979443812,0.018753781004234724
C0566899,Small labia majora,,16,0.0,0.22,0.35,0.2,0.8737280070563113,0.0760534643504803,0.3,0.2,0.8537196508982869,0.10932416213880797,0.35,0.2,0.80257996379,0.059856382756000005,0.3,0.1,0.8631609488881669,0.013848283902883849,0.1,0.0,0.7086521052875909,0.002605427276806137,0.25,0.2,0.6195301982266376,0.023170782559912187,0.05,0.05,0.7552365256951858,0.002728158034456943,0.9752650176678446,0.9138141276892257,0.11666666666666667
C0024305,"Lymphoma, Non-Hodgkin",cancer,23,0.02,0.23,0.2,0.06666666666666668,0.8211665273520945,0.01236556505263677,0.25,0.16666666666666666,0.8195458344942882,0.09171643306086187,0.21666666666700002,0.166666666667,0.825437679948,0.0264015870597,0.13333333333333333,0.03333333333333333,0.8290772731494382,0.007539330063885573,0.08333333333333333,0.0,0.6624071236184638,0.001994403296374537,0.16666666666666666,0.16666666666666666,0.5774836692362465,0.04327004104111398,0.05,0.05,0.7782019132534597,0.007088426913986456,0.9688195991091314,0.917715242733423,0.08300395256916998
C0024301,"Lymphoma, Follicular",,18,0.07,0.16,0.0,0.0,0.7284286642833929,0.001168208357258007,0.05,0.0,0.7687833697014718,0.0010844276691600431,0.0,0.0,0.784167092251,0.00128748872574,0.2,0.15,0.8279400157853196,0.013412709317777813,0.05,0.0,0.599368587213891,0.0018852412290154012,0.0,0.0,0.4930358883885046,8.356201128318405e-05,0.0,0.0,0.6497307210176888,0.00039075340881675945,0.9805825242718448,0.9062660661772266,0.09803921568627452
C0023518,Leukocytosis,,13,0.23,0.06,0.15,0.05,0.8612421091719271,0.009785643476593808,0.15,0.05,0.8618710545859637,0.0052292439451018715,0.25,0.0,0.799679725214,0.00679548261956,0.0,0.0,0.7858684552543632,0.0021488664435139913,0.0,0.0,0.6782363999257334,0.0009227924499440127,0.15,0.0,0.6435248793167472,0.004175189463046328,0.0,0.0,0.7541357222428517,0.0007587910396510202,0.9731092436974791,0.9064198687910028,0.20512820512820512
C0020649,Hypotension,,82,0.0,0.08,0.18333333333333326,0.08611111111111111,0.8653039063510543,0.050615325341376284,0.15972222222222224,0.0625,0.8736863277713104,0.04085322970886514,0.10972222222200001,0.0625,0.8318314577670001,0.031141436123099997,0.025,0.0125,0.8214224550510929,0.0036042752627776405,0.0,0.0,0.6467832104514293,0.001444905479329247,0.01111111111111111,0.0,0.4985991462941405,0.0004881497403224,0.08472222222222223,0.01111111111111111,0.8330406803777002,0.012069271649587774,0.9606087735004476,0.8265571880156664,0.01987353206865402
C0745730,Multiple lipomata,,7,0.34,0.09,0.0,0.0,0.6851176665561817,0.0014404610284168855,0.0,0.0,0.6822538945972819,0.0007299473808216196,0.0,0.0,0.641468346039,0.00143108914771,0.0,0.0,0.6626317533974146,0.0017720837500251234,0.0,0.0,0.6214948624461386,0.0005364969295712374,0.14285714285714285,0.0,0.6365661252900231,0.0032813663366497,0.0,0.0,0.7186476632416309,0.0003637117138653134,0.9899699097291876,0.9470020964360588,0.2380952380952381
C0870082,Hyperkeratosis,,44,0.02,0.24,0.135,0.0,0.8674822200529911,0.005159198513760801,0.18,0.065,0.8782041091433086,0.013925077315765148,0.05,0.0,0.840192441779,0.00324534042284,0.06000000000000001,0.04,0.8717508018407475,0.0060754163810851644,0.025,0.0,0.7471958815599871,0.002537524849258934,0.025,0.0,0.5180449030818576,0.0005979679555236985,0.0,0.0,0.7832315344210479,0.001642708077457082,0.96875,0.8000840703789172,0.04968287526427061
C1854912,Short tubular bones,,23,0.04,0.23,0.2333333333333333,0.06666666666666668,0.7882468809015201,0.019267521816900432,0.18333333333333326,0.06666666666666668,0.8544723847558899,0.02680189348387748,0.116666666667,0.06666666666669999,0.788852125321,0.007541819942689999,0.15,0.08333333333333333,0.7899856041608618,0.010309500175924588,0.03333333333333333,0.0,0.6184576328906226,0.0019342286602850867,0.08333333333333333,0.03333333333333333,0.5517634902944181,0.004195394358903694,0.1,0.03333333333333333,0.6830252933345717,0.01906601632414506,0.9741657696447792,0.9718568932217421,0.04743083003952569
C1853241,Flat face,,52,0.0,0.04,0.31000000000000005,0.19333333333333333,0.8745981554677208,0.04574067203523592,0.38,0.19,0.8913055878477874,0.037523039748993806,0.273333333333,0.21666666666700002,0.85312516469,0.0842914826707,0.19666666666666666,0.15666666666666668,0.8565347593582888,0.07139800466800375,0.15666666666666668,0.06000000000000001,0.7076572890025574,0.010094272779592541,0.02,0.02,0.5031653103929319,0.010237096430245831,0.14,0.06000000000000001,0.7690910640936217,0.02819411453368098,0.9442080378250592,0.8905504705427356,0.0444947209653092
C0424711,Orbital separation diminished,,23,0.11,0.2,0.06666666666666668,0.06666666666666668,0.7125553388439986,0.04498016501471427,0.06666666666666668,0.0,0.7699428810253552,0.002557066180770705,0.06666666666669999,0.06666666666669999,0.7057273768610001,0.00358361753612,0.11666666666666665,0.0,0.7214242593108573,0.002979015943975016,0.03333333333333333,0.0,0.5581557072536454,0.0012220886615058532,0.0,0.0,0.4930342713847867,0.00010679597935782236,0.0,0.0,0.6145893315996409,0.000379176037002322,0.9794026776519053,0.9664392402729116,0.03952569169960474
C1849134,Decreased lower limb vibratory sense,,12,0.15,0.03,0.25,0.15,0.7466813645857507,0.12754354850538588,0.25,0.25,0.8281294964028776,0.08285896780374721,0.25,0.15,0.801104664655,0.0466992338305,0.3,0.1,0.8443745648642377,0.037767709544614406,0.15,0.05,0.6287827802274311,0.0044877238785550585,0.25,0.2,0.6696356463216524,0.12645142206906326,0.2,0.0,0.6793432350893479,0.002680323588186434,0.9885807504078304,0.9244669786791472,0.10606060606060606
C0751401,Ophthalmoparesis,,11,0.0,0.0,0.3,0.0,0.7881428107305299,0.006467353477627123,0.2,0.0,0.8061159844054581,0.007517442322695664,0.2,0.1,0.737144945698,0.010379602186500001,0.2,0.2,0.8623108697670101,0.11858510659115487,0.2,0.2,0.6938550078900957,0.02182489678927783,0.0,0.0,0.4930381509328877,5.105075966009834e-05,0.0,0.0,0.7387798199201707,0.001471983600542221,0.979296066252588,0.9668956102555352,0.09090909090909093
C0025149,Medulloblastoma,cancer,51,0.0,0.44,0.21666666666666665,0.08,0.8889933041941784,0.017893894174398996,0.21333333333333326,0.06000000000000001,0.8838007997768065,0.01396879157490119,0.116666666667,0.036666666666699994,0.878800954772,0.007996982524069999,0.09666666666666666,0.0,0.8786242598964631,0.005495113924810715,0.0,0.0,0.7548953005362845,0.0014974872353051864,0.09666666666666664,0.05666666666666665,0.5720040143835828,0.007499510274615645,0.13333333333333333,0.03666666666666667,0.8180603862487988,0.007702209340832822,0.9691022964509396,0.6996280466117277,0.058039215686274515
C1835452,Hypoplastic ovary,,29,0.0,0.18,0.3,0.3,0.8504621887774061,0.08125169430390801,0.3666666666666666,0.2,0.8601371856806639,0.05436422287691183,0.3,0.266666666667,0.817711817168,0.091855570861,0.31666666666666665,0.21666666666666665,0.8014848878979313,0.030278861592121488,0.4333333333333333,0.03333333333333333,0.7661042208596556,0.014553242200407268,0.2333333333333333,0.2333333333333333,0.6112922705314009,0.08799900408287636,0.13333333333333333,0.1,0.7716562925802056,0.01620837381178596,0.9345794392523364,0.9497559333445548,0.06896551724137931
C2677328,Brain hypomyelination,,11,0.0,0.0,0.45,0.45,0.9128411306042884,0.0842359712660747,0.45,0.35,0.8846572449642626,0.07205405187951483,0.45,0.45,0.8724461617010001,0.45013958104199997,0.5,0.5,0.9106261022927691,0.23349340116069636,0.45,0.1,0.7189339088461896,0.013239967100606756,0.4,0.4,0.695688294811102,0.07503248669041611,0.45,0.45,0.8372667780562517,0.26816624248675885,0.9507389162561576,0.9494977219081078,0.2727272727272727
C4025790,Specific learning disability,,47,0.5,0.81,0.085,0.06000000000000001,0.8418604137610414,0.013157873073874152,0.045,0.045,0.8333292654579265,0.0058870800431001895,0.04,0.04,0.796056136681,0.006334598907069999,0.02,0.0,0.7805908879590888,0.0013474705921840038,0.025,0.0,0.5960414923291493,0.0009893648713767567,0.0,0.0,0.49302649930265,0.0002184548351212256,0.0,0.0,0.6321741050674106,0.0008055897915705799,0.9837194740137758,0.7568148382077688,0.0240518038852914
C1861866,Hypoplasia or absence of the corpus callosum,,23,0.34,0.54,0.13333333333333333,0.08333333333333333,0.7020548899414879,0.006933455612121252,0.08333333333333333,0.0,0.6913965511903657,0.003476269565092286,0.08333333333330001,0.0333333333333,0.6772940466240001,0.0046034897363599996,0.0,0.0,0.6856892975449678,0.0012907270929583654,0.0,0.0,0.5799336707841862,0.0017692848789664292,0.0,0.0,0.4930342713847867,0.00010679597935782236,0.05,0.05,0.6523954366737872,0.00390502952300712,0.9709302325581396,0.9759432883603932,0.03952569169960474
