node_id,degree,protein_id,protein_name,role
4672,53,6638,SNRPN,common_disease
6217,34,9015,TAF1A,common_disease
10356,90,23598,PATZ1,common_disease
6874,76,9810,RNF40,common_disease
14103,94,55611,OTUB1,common_disease
14645,36,56950,SMYD2,common_disease
13649,62,54915,YTHDF1,common_disease
4493,182,6431,SRSF6,common_disease
15784,134,64965,MRPS9,common_disease
2483,115,3607,FOXK2,common_disease
18359,49,83743,GRWD1,common_disease
18858,21,84893,FBH1,common_disease
2291,28,3292,HSD17B1,common_disease
1152,48,1595,CYP51A1,common_disease
1123,92,1543,CYP1A1,common_disease
1124,30,1544,CYP1A2,common_disease
4005,24,5742,PTGS1,common_disease
1129,29,1557,CYP2C19,common_disease
1136,28,1572,CYP2F1,common_disease
8024,29,11283,CYP4F8,common_disease
5233,22,7363,UGT2B4,common_disease
4737,21,6716,SRD5A2,common_disease
4736,22,6715,SRD5A1,common_disease
5539,39,7923,HSD17B8,common_disease
13479,43,54575,UGT1A10,common_disease
13480,23,54576,UGT1A8,common_disease
305,25,412,STS,common_disease
12997,33,51478,HSD17B7,common_disease
2292,32,3293,HSD17B3,common_disease
2293,26,3294,HSD17B2,common_disease
13425,21,54490,UGT2B28,common_disease
7814,27,11009,IL24,common_disease
7850,95,11059,WWP1,common_disease
7232,109,10240,MRPS31,common_disease
15782,168,64960,MRPS15,common_disease
13755,164,55037,PTCD3,common_disease
12751,178,51116,MRPS2,common_disease
9941,222,23107,MRPS27,common_disease
11612,22,29122,PRSS50,common_disease
20234,568,375791,CYSRT1,common_disease
14290,700,55832,CAND1,common_disease
3451,6,5020,OXT,common_disease
21233,371,388677,NOTCH2NL,common_disease
11575,368,29079,MED4,common_disease
17111,188,337967,KRTAP6-2,common_disease
7771,20,10957,PNRC1,common_disease
10572,22,155465,AGR3,common_disease
11286,12,27122,DKK3,common_disease
4982,23,7031,TFF1,common_disease
2840,83,4085,MAD2L1,common_disease
19211,17,221037,JMJD1C,common_disease
6444,27,9326,ZNHIT3,common_disease
4322,255,6205,RPS11,common_disease
10126,81,154386,LINC01600,common_disease
10340,155,23582,CCNDBP1,common_disease
6046,87,8772,FADD,common_disease
3168,32,4642,MYO1D,common_disease
7537,75,10625,IVNS1ABP,common_disease
1167,74,1613,DAPK3,common_disease
4783,66,6767,ST13,common_disease
4815,178,6804,STX1A,common_disease
1025,115,1410,CRYAB,common_disease
3930,16,5650,KLK7,common_disease
12808,101,51191,HERC5,common_disease
20413,55,115426,UHRF2,common_disease
18658,30,84433,CARD11,common_disease
742,15,1012,CDH13,common_disease
347,46,490,ATP2B1,common_disease
1172,31,1620,BRINP1,common_disease
11028,18,26272,FBXO4,common_disease
7032,6,9988,DMTF1,common_disease
6309,34,9133,CCNB2,common_disease
15445,28,64112,MOAP1,common_disease
7143,87,10134,BCAP31,common_disease
6614,137,9530,BAG4,common_disease
3366,36,4893,NRAS,common_disease
5361,265,7536,SF1,common_disease
4640,267,6606,SMN1,common_disease
13348,57,54205,CYCS,common_disease
5954,294,8655,DYNLL1,common_disease
8142,7,12028,,common_disease
6868,49,9804,TOMM20,common_disease
2909,75,4170,MCL1,common_disease
406,36,578,BAK1,common_disease
7055,16,10017,BCL2L10,common_disease
444,62,637,BID,common_disease
12871,20,51283,BFAR,common_disease
600,46,835,CASP2,common_disease
9434,11,414899,BLID,common_disease
9735,21,22861,NLRP1,common_disease
4961,41,7009,TMBIM6,common_disease
6501,23,9397,NMT2,common_disease
2888,47,4144,MAT2A,common_disease
10442,104,23770,FKBP8,common_disease
400,70,572,BAD,common_disease
994,57,1374,CPT1A,common_disease
11283,8,27113,BBC3,common_disease
15385,2,63970,TP53AIP1,common_disease
5297,32,7444,VRK2,common_disease
9146,3,282049,,common_disease
3832,30,5534,PPP3R1,common_disease
661,125,920,CD4,common_disease
6104,65,8837,CFLAR,common_disease
6024,100,8737,RIPK1,common_disease
608,49,843,CASP10,common_disease
6030,21,8743,TNFSF10,common_disease
6066,58,8795,TNFRSF10B,common_disease
14652,34,56957,OTUD7B,common_disease
15809,64,65018,PINK1,common_disease
4285,277,6160,RPL31,common_disease
4293,239,6169,RPL38,common_disease
2741,157,3945,LDHB,common_disease
3656,39,5294,PIK3CG,common_disease
14311,25,55859,BEX1,common_disease
6460,67,9351,SLC9A3R2,common_disease
2307,81,3310,HSPA6,common_disease
1321,114,1832,DSP,common_disease
9827,41,22983,MAST1,common_disease
2304,102,3306,HSPA2,common_disease
783,61,1060,CENPC,common_disease
3653,37,5291,PIK3CB,common_disease
7777,162,10963,STIP1,common_disease
1925,16,2817,GPC1,common_disease
15422,26,64087,MCCC2,common_disease
4338,193,6232,RPS27,common_disease
12994,202,51474,LIMA1,common_disease
11768,47,29948,OSGIN1,common_disease
5243,88,7375,USP4,common_disease
10932,30,26073,POLDIP2,common_disease
2690,75,3861,KRT14,common_disease
11923,4,162699,ELOA3,common_disease
17825,20,80174,DBF4B,common_disease
15145,57,58525,WIZ,common_disease
2738,50,3937,LCP2,common_disease
5956,39,8658,TNKS,common_disease
18145,42,81847,RNF146,common_disease
4336,174,6230,RPS25,common_disease
1464,19,2047,EPHB1,common_disease
8032,81,11315,PARK7,common_disease
234,164,331,XIAP,common_disease
2101,29,3039,HBA1,common_disease
9903,27,23064,SETX,common_disease
817,34,1114,CHGB,common_disease
5170,243,7284,TUFM,common_disease
4301,193,6181,RPLP2,common_disease
4329,174,6218,RPS17,common_disease
6669,38,9590,AKAP12,common_disease
4374,90,6280,S100A9,common_disease
23,84,31,ACACA,common_disease
1696,12,2444,FRK,common_disease
17962,26,80762,NDFIP1,common_disease
5168,125,7280,TUBB2A,common_disease
9966,26,23139,MAST2,common_disease
18154,31,81858,SHARPIN,common_disease
6926,29,9863,MAGI2,common_disease
10423,133,154796,AMOT,common_disease
12922,135,51343,FZR1,common_disease
6282,53,9100,USP10,common_disease
195,11,283,ANG,common_disease
7669,106,10813,UTP14A,common_disease
13036,666,51547,SIRT7,common_disease
13874,47,55193,PBRM1,common_disease
6013,483,8726,EED,common_disease
2994,52,4298,MLLT1,common_disease
7267,149,10284,SAP18,common_disease
19010,295,85451,UNK,common_disease
4689,351,6657,SOX2,common_disease
18356,162,83737,ITCH,common_disease
4637,80,6603,SMARCD2,common_disease
4994,11,7044,LEFTY2,common_disease
6411,29,9274,BCL7C,common_disease
12961,35,51412,ACTL6B,common_disease
426,23,605,BCL7A,common_disease
14129,27,55636,CHD7,common_disease
8147,19,12054,,common_disease
8148,19,12055,,common_disease
13142,52,51742,ARID4B,common_disease
7065,120,10036,CHAF1A,common_disease
14828,38,57410,SCYL1,common_disease
1361,158,1894,ECT2,common_disease
3995,36,5730,PTGDS,common_disease
130,27,183,AGT,common_disease
5765,128,8407,TAGLN2,common_disease
6043,90,8766,RAB11A,common_disease
164,94,230,ALDOC,common_disease
6728,213,9657,IQCB1,common_disease
11068,82,26415,,common_disease
6494,35,140462,ASB9,common_disease
17626,24,341947,COX8C,common_disease
5240,47,7372,UMPS,common_disease
886,135,1207,CLNS1A,common_disease
6379,83,9230,RAB11B,common_disease
3609,102,5230,PGK1,common_disease
10995,126,26227,PHGDH,common_disease
5833,48,8502,PKP4,common_disease
1552,49,2171,FABP5,common_disease
3604,26,5224,PGAM2,common_disease
3610,20,5232,PGK2,common_disease
165,63,231,AKR1B1,common_disease
1445,93,2026,ENO2,common_disease
475,30,669,BPGM,common_disease
7198,55,10204,NUTF2,common_disease
14815,66,57379,AICDA,common_disease
5861,97,8533,COPS3,common_disease
17387,83,79139,DERL1,common_disease
5899,91,8573,CASK,common_disease
12613,82,50813,COPS7A,common_disease
3692,55,5333,PLCD1,common_disease
898,49,1234,CCR5,common_disease
2575,94,3718,JAK3,common_disease
2446,36,3560,IL2RB,common_disease
2459,104,3575,IL7R,common_disease
1839,55,2690,GHR,common_disease
1623,50,2263,FGFR2,common_disease
11869,29,30837,SOCS7,common_disease
14046,26,55509,BATF3,common_disease
14219,46,55748,CNDP2,common_disease
9556,93,153241,CEP120,common_disease
18492,44,84105,PCBD2,common_disease
544,31,767,CA8,common_disease
8012,172,11269,DDX19B,common_disease
1666,29,2321,FLT1,common_disease
1049,29,1441,CSF3R,common_disease
6452,58,9338,TCEAL1,common_disease
2745,26,3953,LEPR,common_disease
6717,101,9646,CTR9,common_disease
178,20,259,AMBP,common_disease
15533,4,64332,NFKBIZ,common_disease
2667,131,3836,KPNA1,common_disease
20985,292,386675,KRTAP10-7,common_disease
1621,58,2261,FGFR3,common_disease
9745,51,22872,SEC31A,common_disease
7997,20,11249,NXPH2,common_disease
6992,248,9939,RBM8A,common_disease
6943,73,9883,POM121,common_disease
4531,179,6477,SIAH1,common_disease
6335,34,9169,SCAF11,common_disease
3900,121,5610,EIF2AK2,common_disease
13080,268,51631,LUC7L2,common_disease
588,110,823,CAPN1,common_disease
1602,51,2242,FES,common_disease
4243,41,6102,RP2,common_disease
2362,48,3416,IDE,common_disease
591,63,826,CAPNS1,common_disease
4092,269,5879,RAC1,common_disease
4688,2,6656,SOX1,common_disease
2442,24,3556,IL1RAP,common_disease
4738,39,6717,SRI,common_disease
13445,42,54517,PUS7,common_disease
17564,10,79710,MORC4,common_disease
5880,90,8553,BHLHE40,common_disease
3023,12,4332,MNDA,common_disease
20300,49,114609,TIRAP,common_disease
4532,73,6478,SIAH2,common_disease
9358,157,152185,SPICE1,common_disease
1090,18,1493,CTLA4,common_disease
4962,30,7010,TEK,common_disease
2861,22,4111,MAGEA12,common_disease
19658,15,100101267,POM121C,common_disease
3557,67,5162,PDHB,common_disease
20488,21,116448,OLIG1,common_disease
7572,75,10667,FARS2,common_disease
5303,66,7453,WARS,common_disease
5157,98,7266,DNAJC7,common_disease
8323,274,13385,,common_disease
4628,38,6594,SMARCA1,common_disease
11383,15,27301,APEX2,common_disease
2990,50,4294,MAP3K10,common_disease
10966,74,26146,TRAF3IP1,common_disease
11026,622,26270,FBXO6,common_disease
4784,17,6768,ST14,common_disease
10643,153,155971,,common_disease
6370,224,9218,VAPA,common_disease
5668,306,8266,UBL4A,common_disease
3079,69,4513,MT-CO2,common_disease
970,27,1345,COX6C,common_disease
3502,197,5094,PCBP2,common_disease
6597,239,9513,FXR2,common_disease
7196,90,10202,DHRS2,common_disease
17486,35,79608,RIC3,common_disease
594,122,829,CAPZA1,common_disease
7781,249,10969,EBNA1BP2,common_disease
7800,370,10992,SF3B2,common_disease
5277,191,7417,VDAC2,common_disease
4766,284,6749,SSRP1,common_disease
5278,166,7419,VDAC3,common_disease
2212,359,3187,HNRNPH1,common_disease
13009,189,51503,CWC15,common_disease
2775,70,3998,LMAN1,common_disease
4321,225,6204,RPS10,common_disease
4331,235,6223,RPS19,common_disease
7418,106,10480,EIF3M,common_disease
5960,140,8662,EIF3B,common_disease
5961,142,8663,EIF3C,common_disease
1375,145,1933,EEF1B2,common_disease
7081,104,10056,FARSB,common_disease
3003,157,4311,MME,common_disease
2538,529,3676,ITGA4,common_disease
18422,90,83932,SPRTN,common_disease
2216,222,3191,HNRNPL,common_disease
6798,241,9733,SART3,common_disease
1196,176,1650,DDOST,common_disease
1225,114,1717,DHCR7,common_disease
18160,80,81876,RAB1B,common_disease
13085,267,51639,SF3B6,common_disease
2356,246,3396,MRPL58,common_disease
18828,132,84844,PHF5A,common_disease
10202,223,23405,DICER1,common_disease
12816,151,51202,DDX47,common_disease
10149,176,23345,SYNE1,common_disease
7889,139,11103,KRR1,common_disease
2422,88,3500,IGHG1,common_disease
2091,122,3028,HSD17B10,common_disease
16994,201,728937,RPS26P25,common_disease
4279,306,6154,RPL26,common_disease
4289,234,6165,RPL35A,common_disease
4311,282,6193,RPS5,common_disease
7981,277,11224,RPL35,common_disease
15786,178,64969,MRPS5,common_disease
12810,64,51194,IPO11,common_disease
5523,182,7879,RAB7A,common_disease
957,209,1314,COPA,common_disease
18631,82,84319,CMSS1,common_disease
7754,55,10939,AFG3L2,common_disease
18393,141,83858,ATAD3B,common_disease
8156,137,12166,,common_disease
12775,43,51144,HSD17B12,common_disease
7544,68,10632,ATP5MG,common_disease
4074,144,5861,RAB1A,common_disease
4091,151,5878,RAB5C,common_disease
12855,18,51260,PBDC1,common_disease
13091,183,51649,MRPS23,common_disease
10179,16,23381,SMG5,common_disease
9910,46,23071,ERP44,common_disease
39,36,50,ACO2,common_disease
10800,89,25886,POC1A,common_disease
7393,172,10454,TAB1,common_disease
17969,62,80776,B9D2,common_disease
18759,95,84676,TRIM63,common_disease
8088,28,142689,ASB12,common_disease
7009,155,9958,USP15,common_disease
7855,159,11064,CNTRL,common_disease
2486,254,3611,ILK,common_disease
3585,75,5198,PFAS,common_disease
17353,15,79068,FTO,common_disease
7300,28,10325,RRAGB,common_disease
21129,17,387923,SERP2,common_disease
13270,21,140885,SIRPA,common_disease
467,36,661,POLR3D,common_disease
1437,8,2016,EMX1,common_disease
11236,133,27023,FOXB1,common_disease
2755,74,3965,LGALS9,common_disease
2508,79,3635,INPP5D,common_disease
2139,19,3082,HGF,common_disease
6320,355,9146,HGS,common_disease
1181,37,1634,DCN,common_disease
4676,83,6643,SNX2,common_disease
19584,8,92369,SPSB4,common_disease
17826,22,80176,SPSB1,common_disease
18787,16,84727,SPSB2,common_disease
11354,35,27248,ERLEC1,common_disease
1100,53,1508,CTSB,common_disease
1023,182,1408,CRY2,common_disease
6581,100,9493,KIF23,common_disease
14463,86,56288,PARD3,common_disease
5012,46,7064,THOP1,common_disease
3028,7,4338,MOCS2,common_disease
15668,135,64753,CCDC136,common_disease
1433,103,2011,MARK2,common_disease
9788,177,22919,MAPRE1,common_disease
14820,20,57402,S100A14,common_disease
5657,135,8237,USP11,common_disease
7952,37,11180,WDR6,common_disease
10776,96,25843,MOB4,common_disease
2302,91,3304,HSPA1B,common_disease
3059,12,4485,MST1,common_disease
12771,98,51138,COPS4,common_disease
14954,75,57599,WDR48,common_disease
7046,46,10007,GNPDA1,common_disease
4081,122,5868,RAB5A,common_disease
3445,138,5013,OTX1,common_disease
17468,107,79577,CDC73,common_disease
18664,56,84444,DOT1L,common_disease
1281,78,1789,DNMT3B,common_disease
21125,49,387893,KMT5A,common_disease
6930,161,9869,SETDB1,common_disease
18387,16,83852,SETDB2,common_disease
1279,30,1787,TRDMT1,common_disease
5263,28,7403,KDM6A,common_disease
6114,171,8848,TSC22D1,common_disease
153,80,217,ALDH2,common_disease
12664,51,51009,DERL2,common_disease
10809,87,25898,RCHY1,common_disease
7770,70,10956,OS9,common_disease
9513,27,284161,GDPD1,common_disease
8715,12,148156,ZNF558,common_disease
17311,98,79001,VKORC1,common_disease
7467,54,10542,LAMTOR5,common_disease
586,208,821,CANX,common_disease
4121,52,5911,RAP2A,common_disease
18679,172,84464,SLX4,common_disease
2396,21,3459,IFNGR1,common_disease
17920,57,80349,WDR61,common_disease
13497,58,54623,PAF1,common_disease
20878,53,123169,LEO1,common_disease
15530,81,64326,COP1,common_disease
3450,82,5019,OXCT1,common_disease
1404,70,1969,EPHA2,common_disease
3381,42,4915,NTRK2,common_disease
11615,46,29126,CD274,common_disease
9816,85,22954,TRIM32,common_disease
5789,60,8445,DYRK2,common_disease
3389,25,4925,NUCB2,common_disease
5025,14,7078,TIMP3,common_disease
19396,67,353133,LCE1C,common_disease
19403,85,353140,LCE2C,common_disease
18744,50,84648,LCE3D,common_disease
6613,48,9529,BAG5,common_disease
1916,42,2804,GOLGB1,common_disease
6044,92,8767,RIPK2,common_disease
17902,270,80321,CEP70,common_disease
10761,80,25824,PRDX5,common_disease
3080,25,4514,MT-CO3,common_disease
9882,127,23043,TNIK,common_disease
18501,53,84129,ACAD11,common_disease
40,51,51,ACOX1,common_disease
11241,65,27034,ACAD8,common_disease
17941,44,80724,ACAD10,common_disease
22,54,30,ACAA1,common_disease
11542,64,28976,ACAD9,common_disease
2294,72,3295,HSD17B4,common_disease
26,88,34,ACADM,common_disease
27,38,35,ACADS,common_disease
28,47,36,ACADSB,common_disease
1399,113,1962,EHHADH,common_disease
5771,94,8417,STX7,common_disease
12774,47,51143,DYNC1LI1,common_disease
2922,45,4190,MDH1,common_disease
277,143,382,ARF6,common_disease
5217,91,7347,UCHL3,common_disease
5957,59,8659,ALDH4A1,common_disease
10,46,18,ABAT,common_disease
1970,53,2879,GPX4,common_disease
1628,93,2271,FH,common_disease
4080,51,5867,RAB4A,common_disease
7752,86,10935,PRDX3,common_disease
237,45,334,APLP2,common_disease
1891,89,2776,GNAQ,common_disease
694,60,958,CD40,common_disease
1745,22,2560,GABRB1,common_disease
1709,50,2512,FTL,common_disease
6028,16,8741,TNFSF13,common_disease
5223,86,7353,UFD1,common_disease
10925,75,26060,APPL1,common_disease
4505,114,6446,SGK1,common_disease
7832,27,11033,ADAP1,common_disease
13344,243,54165,DCUN1D1,common_disease
12956,94,51400,PPME1,common_disease
5794,382,8450,CUL4B,common_disease
3500,96,5092,PCBD1,common_disease
6939,173,9879,DDX46,common_disease
1878,35,2752,GLUL,common_disease
12588,82,50649,ARHGEF4,common_disease
473,82,667,DST,common_disease
233,87,330,BIRC3,common_disease
6479,52,9372,ZFYVE9,common_disease
19304,55,221504,ZBTB9,common_disease
18724,66,84617,TUBB6,common_disease
1981,25,2888,GRB14,common_disease
5362,71,7538,ZFP36,common_disease
3897,44,5607,MAP2K5,common_disease
9945,75,23112,TNRC6B,common_disease
369,54,522,ATP5PF,common_disease
2146,107,3093,UBE2K,common_disease
2827,33,4069,LYZ,common_disease
8194,150,12412,,common_disease
8048,168,11335,CBX3,common_disease
7765,86,10951,CBX1,common_disease
5030,182,7083,TK1,common_disease
14670,27,56992,KIF15,common_disease
10190,137,23392,ECPAS,common_disease
2814,77,4055,LTBR,common_disease
10873,39,25988,HINFP,common_disease
3980,121,5713,PSMD7,common_disease
6924,122,9861,PSMD6,common_disease
3985,107,5718,PSMD12,common_disease
3986,106,5719,PSMD13,common_disease
7150,103,10142,AKAP9,common_disease
352,87,495,ATP4A,common_disease
14019,201,55366,LGR4,common_disease
1348,59,1874,E2F4,common_disease
4911,153,6921,ELOC,common_disease
2664,133,3832,KIF11,common_disease
2996,49,4300,MLLT3,common_disease
13313,80,53981,CPSF2,common_disease
5630,80,8189,SYMPK,common_disease
5627,49,8178,ELL,common_disease
14892,291,57520,HECW2,common_disease
18514,43,84148,KAT8,common_disease
20992,478,386682,KRTAP10-3,common_disease
21058,378,125115,KRT40,common_disease
2700,268,3885,KRT34,common_disease
20991,393,386681,KRTAP10-8,common_disease
2689,72,3860,KRT13,common_disease
2691,154,3866,KRT15,common_disease
17929,148,342574,KRT27,common_disease
6542,69,9448,MAP4K4,common_disease
10522,382,24144,TFIP11,common_disease
15293,43,192666,KRT24,common_disease
17112,162,337968,KRTAP6-3,common_disease
13418,85,54477,PLEKHA5,common_disease
7813,148,11007,CCDC85B,common_disease
18149,201,81851,KRTAP1-1,common_disease
13437,258,54507,ADAMTSL4,common_disease
8892,87,149371,EXOC8,common_disease
6561,67,9470,EIF4E2,common_disease
11018,193,26260,FBXO25,common_disease
6097,41,8829,NRP1,common_disease
41,48,52,ACP1,common_disease
11748,63,29924,EPN1,common_disease
14211,30,55739,NAXD,common_disease
5550,100,7965,AIMP2,common_disease
3686,37,5327,PLAT,common_disease
3688,113,5329,PLAUR,common_disease
13752,15,55034,MOCOS,common_disease
5291,13,7436,VLDLR,common_disease
10882,143,26003,GORASP2,common_disease
2556,11,3696,ITGB8,common_disease
3005,42,4313,MMP2,common_disease
4717,8,6695,SPOCK1,common_disease
8686,108,147872,CCDC155,common_disease
1493,88,2078,ERG,common_disease
20426,6,115677,NOSTRIN,common_disease
3940,80,5664,PSEN2,common_disease
12678,27,51024,FIS1,common_disease
1,105,2,A2M,common_disease
6564,44,140545,RNF32,common_disease
3934,22,5654,HTRA1,common_disease
13455,30,54536,EXOC6,common_disease
11809,123,30008,EFEMP2,common_disease
13849,119,55165,CEP55,common_disease
11224,22,27000,DNAJC2,common_disease
15851,217,65125,WNK1,common_disease
6707,194,9636,ISG15,common_disease
4661,267,6627,SNRPA1,common_disease
10806,63,25895,EEF1AKMT3,common_disease
4667,223,6633,SNRPD2,common_disease
10890,63,26015,RPAP1,common_disease
3251,325,4738,NEDD8,common_disease
7370,144,10426,TUBGCP3,common_disease
8000,53,11252,PACSIN2,common_disease
7514,167,10598,AHSA1,common_disease
15207,45,60314,C12orf10,common_disease
20857,12,254013,ETFBKMT,common_disease
20894,7,123355,LRRC28,common_disease
11680,88,29763,PACSIN3,common_disease
2829,13,4071,TM4SF1,common_disease
4188,64,5997,RGS2,common_disease
9707,68,22824,HSPA4L,common_disease
4401,303,6310,ATXN1,common_disease
4246,494,6117,RPA1,common_disease
6929,39,9868,TOMM70,common_disease
7960,242,11190,CEP250,common_disease
2718,23,3909,LAMA3,common_disease
21381,18,128240,NAXE,common_disease
12941,219,51377,UCHL5,common_disease
6759,62,9689,BZW1,common_disease
7392,117,10452,TOMM40,common_disease
5555,136,7979,SEM1,common_disease
10226,319,23435,TARDBP,common_disease
2777,121,4001,LMNB1,common_disease
10753,36,25813,SAMM50,common_disease
1595,44,2224,FDPS,common_disease
4248,399,6119,RPA3,common_disease
7844,88,11047,ADRM1,common_disease
226,29,323,APBB2,common_disease
7452,80,10525,HYOU1,common_disease
14671,52,56993,TOMM22,common_disease
889,83,1211,CLTA,common_disease
2940,231,4215,MAP3K3,common_disease
19513,7,91662,NLRP12,common_disease
2727,44,3920,LAMP2,common_disease
5075,127,7133,TNFRSF1B,common_disease
1555,50,2176,FANCC,common_disease
11338,29,27230,SERP1,common_disease
19298,44,90417,KNSTRN,common_disease
12772,41,51141,INSIG2,common_disease
9710,45,22828,SCAF8,common_disease
4203,115,6015,RING1,common_disease
3984,147,5717,PSMD11,common_disease
1494,64,2079,ERH,common_disease
10015,67,23191,CYFIP1,common_disease
9763,104,22890,ZBTB1,common_disease
4975,132,7024,TFCP2,common_disease
545,33,768,CA9,common_disease
5732,240,8353,HIST1H3E,common_disease
4671,161,6637,SNRPG,common_disease
11399,37,27330,RPS6KA6,common_disease
619,105,862,RUNX1T1,common_disease
60,22,94,ACVRL1,common_disease
7595,39,10714,POLD3,common_disease
6833,26,9768,PCLAF,common_disease
8928,26,18538,,common_disease
11617,64,29128,UHRF1,common_disease
5189,348,7307,U2AF1,common_disease
4707,25,6678,SPARC,common_disease
5007,54,7057,THBS1,common_disease
5300,99,7448,VTN,common_disease
14209,79,55737,VPS35,common_disease
370,103,523,ATP6V1A,common_disease
2017,44,2936,GSR,common_disease
2723,28,3914,LAMB3,common_disease
11724,79,29888,STRN4,common_disease
17105,29,75786,,common_disease
9709,260,22827,PUF60,common_disease
3910,90,5621,PRNP,common_disease
4670,188,6636,SNRPF,common_disease
2721,39,3912,LAMB1,common_disease
6146,66,8890,EIF2B4,common_disease
11314,140,27161,AGO2,common_disease
7453,96,10526,IPO8,common_disease
10155,84,23352,UBR4,common_disease
7324,87,10363,HMG20A,common_disease
9708,178,22826,DNAJC8,common_disease
12849,115,51253,MRPL37,common_disease
5839,64,8508,NIPSNAP1,common_disease
13844,48,55159,RFWD3,common_disease
3782,33,5464,PPA1,common_disease
6787,37,9722,NOS1AP,common_disease
12710,159,51073,MRPL4,common_disease
7142,99,10133,OPTN,common_disease
6963,17,9905,SGSM2,common_disease
3205,260,4686,NCBP1,common_disease
8042,55,11329,STK38,common_disease
19581,71,92345,NAF1,common_disease
2357,51,3397,ID1,common_disease
13073,39,51616,TAF9B,common_disease
15384,35,63967,CLSPN,common_disease
7151,10,10144,FAM13A,common_disease
7494,189,10574,CCT7,common_disease
14731,99,57122,NUP107,common_disease
6264,21,9077,DIRAS3,common_disease
4073,33,5860,QDPR,common_disease
4112,30,5900,RALGDS,common_disease
1677,27,2339,FNTA,common_disease
4341,155,6235,RPS29,common_disease
4059,72,5825,ABCD3,common_disease
4120,67,5910,RAP1GDS1,common_disease
6835,31,9770,RASSF2,common_disease
18302,56,83593,RASSF5,common_disease
5165,60,7276,TTR,common_disease
4237,21,6096,RORB,common_disease
2693,38,3872,KRT17,common_disease
6351,36,9191,DEDD,common_disease
10021,192,23197,FAF2,common_disease
5029,140,7082,TJP1,common_disease
3895,58,5605,MAP2K2,common_disease
583,101,818,CAMK2G,common_disease
7245,74,10254,STAM2,common_disease
7206,84,10212,DDX39A,common_disease
4360,78,6259,RYK,common_disease
1568,75,2192,FBLN1,common_disease
3062,58,4488,MSX2,common_disease
4921,8,6932,TCF7,common_disease
6559,37,402682,UFSP1,common_disease
6866,195,9802,DAZAP2,common_disease
13633,24,54894,RNF43,common_disease
3041,48,4358,MPV17,common_disease
13861,39,55178,MRM3,common_disease
743,15,1013,CDH15,common_disease
14852,30,57466,SCAF4,common_disease
9871,39,23032,USP33,common_disease
19261,17,90268,OTULIN,common_disease
13527,47,54732,TMED9,common_disease
5071,88,7128,TNFAIP3,common_disease
2417,58,3493,IGHA1,common_disease
2686,53,3857,KRT9,common_disease
5489,39,7804,LRP8,common_disease
11602,42,29109,FHOD1,common_disease
2245,12,3223,HOXC6,common_disease
15508,14,64236,PDLIM2,common_disease
496,98,701,BUB1B,common_disease
7031,128,9987,HNRNPDL,common_disease
11776,39,29956,CERS2,common_disease
6406,39,9266,CYTH2,common_disease
19343,67,90678,LRSAM1,common_disease
10772,29,25839,COG4,common_disease
6952,44,9894,TELO2,common_disease
6345,77,9184,BUB3,common_disease
3678,62,5318,PKP2,common_disease
7405,25,10466,COG5,common_disease
8429,278,145508,CEP128,common_disease
11784,80,29966,STRN3,common_disease
5642,15,139285,AMER1,common_disease
12298,3,42871,,common_disease
17427,5,79257,,common_disease
4027,39,5783,PTPN13,common_disease
5694,58,8313,AXIN2,common_disease
14676,26,56998,CTNNBIP1,common_disease
19934,20,103583,,common_disease
18790,24,215819,,common_disease
10133,151,23322,RPGRIP1L,common_disease
2719,28,3910,LAMA4,common_disease
11710,45,29843,SENP1,common_disease
11373,17,27289,RND1,common_disease
9976,46,23149,FCHO1,common_disease
5059,53,7114,TMSB4X,common_disease
7406,45,10467,ZNHIT1,common_disease
15667,187,64750,SMURF2,common_disease
18309,77,83606,GUCD1,common_disease
2222,268,3198,HOXA1,common_disease
21249,96,388818,KRTAP26-1,common_disease
232,142,329,BIRC2,common_disease
6757,11,9687,GREB1,common_disease
7934,99,11160,ERLIN2,common_disease
6161,111,8907,AP1M1,common_disease
18715,122,84557,MAP1LC3A,common_disease
5687,100,8301,PICALM,common_disease
448,100,641,BLM,common_disease
599,63,834,CASP1,common_disease
18102,127,81631,MAP1LC3B,common_disease
15113,17,58484,NLRC4,common_disease
7747,75,10928,RALBP1,common_disease
3056,148,4478,MSN,common_disease
602,59,837,CASP4,common_disease
5920,73,8615,USO1,common_disease
7204,58,10210,TOPORS,common_disease
17834,21,80196,RNF34,common_disease
6210,42,8996,NOL3,common_disease
220,26,317,APAF1,common_disease
17519,26,79654,HECTD3,common_disease
14838,52,57448,BIRC6,common_disease
6667,80,9588,PRDX6,common_disease
6241,46,9049,AIP,common_disease
3715,29,5360,PLTP,common_disease
686,22,949,SCARB1,common_disease
2261,31,3240,HP,common_disease
2429,28,3514,IGKC,common_disease
978,15,1356,CP,common_disease
6065,14,8794,TNFRSF10C,common_disease
695,16,959,CD40LG,common_disease
20464,87,116173,CMTM5,common_disease
1282,13,1791,DNTT,common_disease
7222,61,10228,STX6,common_disease
10518,21,24138,IFIT5,common_disease
4198,39,6009,RHEB,common_disease
1640,85,2290,FOXG1,common_disease
18493,33,84106,PRAM1,common_disease
374,59,528,ATP6V1C1,common_disease
15012,51,57680,CHD8,common_disease
2410,33,3486,IGFBP3,common_disease
20856,31,253980,KCTD13,common_disease
5345,82,7515,XRCC1,common_disease
5342,53,7508,XPC,common_disease
999,13,1380,CR2,common_disease
