,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_top_10
C0042345,Varicosity,52,"{'collagen fibril organization', 'extracellular matrix', 'extracellular matrix structural constituent conferring tensile strength', 'fibrillar collagen trimer', 'extracellular matrix component', 'extracellular matrix structural constituent', 'anatomical structure morphogenesis', 'extracellular matrix organization', 'extracellular structure organization', 'collagen-containing extracellular matrix'}",0.10112359550561797,46,"{'extracellular space', 'cytokine binding', 'regulation of cellular response to growth factor stimulus', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'negative regulation of cellular response to growth factor stimulus', 'negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'BMP signaling pathway', 'negative regulation of BMP signaling pathway', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'regulation of BMP signaling pathway'}"
C2239176,Liver carcinoma,2271,"{'positive regulation of biological process', 'response to stimulus', 'response to chemical', 'response to organic substance', 'regulation of programmed cell death', 'regulation of cell death', 'regulation of apoptotic process', 'positive regulation of cellular process', 'negative regulation of biological process', 'regulation of primary metabolic process'}",0.42014350252458144,3073,"{'positive regulation of biological process', 'response to chemical', 'response to organic substance', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of gene expression', 'positive regulation of cellular process', 'positive regulation of biosynthetic process'}"
C0017565,Gingival Hemorrhage,226,"{'negative regulation of hemostasis', 'coagulation', 'negative regulation of blood coagulation', 'fibrinolysis', 'homotypic cell-cell adhesion', 'protein activation cascade', 'platelet aggregation', 'regulation of body fluid levels', 'hemostasis', 'blood coagulation'}",0.17786561264822134,72,"{'regulation of body fluid levels', 'regulation of hemostasis', 'negative regulation of coagulation', 'negative regulation of hemostasis', 'coagulation', 'negative regulation of blood coagulation', 'regulation of coagulation', 'hemostasis', 'blood coagulation', 'regulation of blood coagulation'}"
C1839546,Microretrognathia,0,"{'DNA packaging', 'negative regulation of mRNA binding', 'regulation of selenocysteine insertion sequence binding', 'negative regulation of selenocysteine insertion sequence binding', 'negative regulation of selenocysteine incorporation', 'regulation of selenocysteine incorporation', 'negative regulation of RNA binding', 'cellular response to selenite ion', 'response to selenite ion', 'negative regulation of histone H3-K27 acetylation'}",0.0,0,"{'positive regulation of response to interferon-gamma', 'positive regulation of humoral immune response mediated by circulating immunoglobulin', 'sphingosine-1-phosphate receptor signaling pathway', 'vitamin D catabolic process', 'protein side chain deglutamylation', 'protein deglutamylation', 'fat-soluble vitamin catabolic process', 'sphingolipid mediated signaling pathway', 'vitamin D receptor signaling pathway', 'positive regulation of interferon-gamma-mediated signaling pathway'}"
C0014067,Occipital Encephalocele,35,"{'protein O-linked glycosylation', 'embryonic hindgut morphogenesis', 'regulation of protein O-linked glycosylation', 'protein O-linked mannosylation', 'embryonic morphogenesis', 'positive regulation of protein O-linked glycosylation', 'mannosylation', 'regulation of protein glycosylation', 'regulation of glycoprotein biosynthetic process', 'protein mannosylation'}",0.0,2,"{'L-fucose metabolic process', 'intrinsic component of membrane', 'platelet activating factor biosynthetic process', 'drug export', 'integral component of membrane', 'membrane part', 'dolichol biosynthetic process', 'dolichol metabolic process', 'polyprenol biosynthetic process', 'L-fucose catabolic process'}"
C0344312,White forelock,86,"{'neural crest cell migration', 'positive regulation of cellular metabolic process', 'regulation of cell population proliferation', 'melanocyte differentiation', 'ameboidal-type cell migration', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'pigment cell differentiation', 'anatomical structure development'}",0.0963855421686747,96,"{'vascular smooth muscle contraction', 'regulation of systemic arterial blood pressure mediated by a chemical signal', 'positive regulation of organic acid transport', 'endocrine process', 'artery smooth muscle contraction', 'vasoconstriction', 'positive regulation of oxidoreductase activity', 'tonic smooth muscle contraction', 'regulation of oxidoreductase activity', 'regulation of systemic arterial blood pressure by hormone'}"
C0025286,Meningioma,115,"{'fumarate reductase complex', 'organelle part', 'intracellular organelle part', 'succinate dehydrogenase complex (ubiquinone)', 'regulation of epithelial cell proliferation', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'succinate dehydrogenase complex', 'succinate dehydrogenase (ubiquinone) activity', 'succinate dehydrogenase activity', 'oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor'}",0.02631578947368421,80,"{'intracellular organelle lumen', 'cofactor metabolic process', 'small molecule metabolic process', 'organelle lumen', 'drug metabolic process', 'mitochondrion', 'mitochondrial part', 'succinate metabolic process', 'mitochondrial matrix', 'membrane-enclosed lumen'}"
C0424711,Orbital separation diminished,102,"{'smoothened signaling pathway', 'dorsal/ventral pattern formation', 'pattern specification process', 'regulation of smoothened signaling pathway', 'developmental process', 'embryonic morphogenesis', 'regionalization', 'anatomical structure development', 'anatomical structure morphogenesis', 'tissue morphogenesis'}",0.008403361344537815,18,"{'cytoskeleton-dependent intracellular transport', 'microtubule-based transport', 'intraciliary transport involved in cilium assembly', 'intraciliary transport', 'microtubule-based protein transport', 'ciliary tip', 'protein-containing complex localization', 'intraciliary transport particle B', 'transport along microtubule', 'protein transport along microtubule'}"
C4021790,Abnormality of the skeletal system,0,"{'sodium-independent organic anion transport', 'organic anion transport', 'monocarboxylic acid transport', 'organic anion transmembrane transporter activity', 'lipid transporter activity', 'anion transport', 'endocytic vesicle lumen', 'sodium-independent organic anion transmembrane transporter activity', 'bile acid transmembrane transporter activity', 'bile acid and bile salt transport'}",0.0,1,"{'fatty acid metabolic process', 'carboxylic acid metabolic process', 'bile acid biosynthetic process', 'small molecule metabolic process', 'cellular lipid metabolic process', 'monocarboxylic acid biosynthetic process', 'oxoacid metabolic process', 'organic acid metabolic process', 'lipid biosynthetic process', 'monocarboxylic acid metabolic process'}"
C0015695,Fatty Liver,845,"{'response to chemical', 'response to oxygen-containing compound', 'response to organic substance', 'metabolic process', 'lipid metabolic process', 'response to external stimulus', 'regulation of biological quality', 'regulation of inflammatory response', 'response to lipid', 'regulation of response to external stimulus'}",0.21057786483839372,391,"{'regulation of hormone levels', 'organic cyclic compound metabolic process', 'lipid metabolic process', 'oxidation-reduction process', 'hormone metabolic process', 'oxidoreductase activity', 'steroid metabolic process', 'androgen metabolic process', 'endoplasmic reticulum part', 'cellular hormone metabolic process'}"
C1837084,Short metacarpal,149,"{'cell development', 'ossification', 'chondrocyte differentiation', 'developmental process', 'skeletal system development', 'system development', 'embryonic morphogenesis', 'multicellular organismal process', 'anatomical structure development', 'anatomical structure morphogenesis'}",0.1681159420289855,254,"{'aminoglycan biosynthetic process', 'extracellular matrix', 'mucopolysaccharide metabolic process', 'carbohydrate derivative metabolic process', 'aminoglycan metabolic process', 'extracellular matrix structural constituent', 'glycosaminoglycan biosynthetic process', 'extracellular matrix organization', 'extracellular structure organization', 'glycosaminoglycan metabolic process'}"
C0020621,Hypokalemia,177,"{'ion gated channel activity', 'ion channel activity', 'ion transmembrane transport', 'gated channel activity', 'inorganic molecular entity transmembrane transporter activity', 'transmembrane transporter activity', 'voltage-gated ion channel activity', 'inorganic ion transmembrane transport', 'ion transmembrane transporter activity', 'voltage-gated channel activity'}",0.2222222222222222,98,"{'active transmembrane transporter activity', 'monovalent inorganic cation transport', 'ion transmembrane transporter activity', 'type 3 melanocortin receptor binding', 'secondary active transmembrane transporter activity', 'ion transport', 'inorganic ion import across plasma membrane', 'type 4 melanocortin receptor binding', 'inorganic cation import across plasma membrane', 'melanocortin receptor binding'}"
C0265275,Jeune thoracic dystrophy,89,"{'cytoskeleton-dependent intracellular transport', 'microtubule-based transport', 'intraciliary transport involved in cilium assembly', 'intraciliary transport', 'microtubule-based protein transport', 'ciliary tip', 'protein-containing complex localization', 'transport along microtubule', 'microtubule-based movement', 'protein transport along microtubule'}",0.5444444444444444,50,"{'cytoskeleton-dependent intracellular transport', 'microtubule-based transport', 'intraciliary transport involved in cilium assembly', 'intraciliary transport', 'microtubule-based protein transport', 'ciliary tip', 'protein-containing complex localization', 'intraciliary transport particle B', 'transport along microtubule', 'protein transport along microtubule'}"
C0023487,Acute Promyelocytic Leukemia,493,"{'regulation of cellular process', 'response to stimulus', 'response to organic substance', 'positive regulation of cellular metabolic process', 'protein dimerization activity', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'cytokine-mediated signaling pathway', 'cell differentiation'}",0.2847457627118644,644,"{'positive regulation of macromolecule biosynthetic process', 'positive regulation of transcription, DNA-templated', 'positive regulation of RNA metabolic process', 'regulation of immune system process', 'proximal promoter sequence-specific DNA binding', 'positive regulation of RNA biosynthetic process', 'RNA polymerase II-specific DNA-binding transcription factor binding', 'DNA-binding transcription factor binding', 'positive regulation of nucleic acid-templated transcription', 'transcription factor binding'}"
C0038325,Stevens-Johnson Syndrome,473,"{'viral process', 'response to stimulus', 'positive regulation of biological process', 'multi-organism process', 'positive regulation of binding', 'interspecies interaction between organisms', 'symbiont process', 'regulation of response to stimulus', 'signal transduction', 'signaling receptor binding'}",0.18581907090464547,497,"{'response to oxygen-containing compound', 'response to organic substance', 'cellular response to endogenous stimulus', 'response to endogenous stimulus', 'response to organic cyclic compound', 'cellular response to oxygen-containing compound', 'cellular response to organic substance', 'response to lipid', 'cellular response to hormone stimulus', 'cellular response to chemical stimulus'}"
C1271100,Lower limb spasticity,0,"{'mitochondrion organization', 'organelle organization', 'establishment of localization in cell', 'establishment of protein localization to mitochondrion', 'intracellular transport', 'positive regulation of type I interferon production', 'DNA recombination', 'axonal transport', 'anterograde axonal transport', 'axo-dendritic transport'}",0.0,4,"{'plasma membrane receptor complex', 'neurotransmitter binding', 'integral component of membrane', 'ammonium ion binding', 'positive regulation of serotonin secretion', 'membrane part', 'serotonin-activated cation-selective channel complex', 'serotonin binding', 'regulation of thalamus size', 'amine binding'}"
C0338502,Hypoplasia of the optic nerve,38,"{'animal organ development', 'protein O-linked glycosylation', 'sensory organ development', 'protein O-linked mannosylation', 'pituitary gland development', 'mannosylation', 'regulation of protein glycosylation', 'gland development', 'protein mannosylation', 'eye development'}",0.0,0,"{'midbrain development', 'platelet activating factor biosynthetic process', 'mesenchymal stem cell maintenance involved in nephron morphogenesis', 'drug export', 'nephron morphogenesis', 'midbrain-hindbrain boundary development', 'motor learning', 'positive regulation of chondrocyte proliferation', 'mesenchymal stem cell proliferation', 'condensed mesenchymal cell proliferation'}"
C0266625,Preauricular sinus,253,"{'animal organ development', 'tube morphogenesis', 'pattern specification process', 'anatomical structure formation involved in morphogenesis', 'cardiac septum morphogenesis', 'regulation of animal organ morphogenesis', 'anatomical structure development', 'anatomical structure morphogenesis', 'tissue development', 'tissue morphogenesis'}",0.0,5,"{'glycosaminoglycan binding', 'regulation of cell chemotaxis to fibroblast growth factor', 'fibroblast growth factor binding', 'regulation of endothelial cell chemotaxis to fibroblast growth factor', 'CXCR3 chemokine receptor binding', 'heparin binding', 'sulfur compound binding', 'positive regulation of extracellular exosome assembly', 'regulation of extracellular exosome assembly', 'glycosaminoglycan catabolic process'}"
C0266435,Congenital hypoplasia of penis,738,"{'sensory perception', 'biological_process', 'visual perception', 'sensory perception of light stimulus', 'developmental process', 'ciliary part', 'multicellular organismal process', 'anatomical structure development', 'organelle part', 'cellular process'}",0.20343706456107757,1853,"{'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of macromolecule biosynthetic process', 'positive regulation of transcription, DNA-templated', 'positive regulation of RNA metabolic process', 'positive regulation of gene expression', 'positive regulation of RNA biosynthetic process', 'positive regulation of cellular biosynthetic process', 'positive regulation of nucleic acid-templated transcription', 'positive regulation of biosynthetic process', 'transcription factor binding'}"
C0020538,Hypertensive disease,3049,"{'response to chemical', 'response to oxygen-containing compound', 'response to stimulus', 'system process', 'regulation of multicellular organismal process', 'response to organic substance', 'response to endogenous stimulus', 'regulation of blood pressure', 'multicellular organismal process', 'regulation of biological quality'}",0.3827594284375732,2854,"{'response to chemical', 'response to stimulus', 'positive regulation of biological process', 'response to organic substance', 'regulation of multicellular organismal process', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of multicellular organismal process', 'positive regulation of cellular process'}"
C0035828,Romano-Ward Syndrome,344,"{'regulation of ion transmembrane transport', 'regulation of system process', 'regulation of membrane repolarization', 'regulation of ventricular cardiac muscle cell membrane repolarization', 'regulation of transmembrane transport', 'regulation of cardiac muscle cell membrane repolarization', 'regulation of cation transmembrane transport', 'regulation of heart rate', 'regulation of heart contraction', 'regulation of blood circulation'}",0.23558897243107768,149,"{'regulation of transmembrane transporter activity', 'regulation of ion transmembrane transport', 'voltage-gated potassium channel activity', 'regulation of cation channel activity', 'G-protein activated inward rectifier potassium channel activity', 'regulation of ion transmembrane transporter activity', 'regulation of transmembrane transport', 'voltage-gated potassium channel complex', 'regulation of ion transport', 'regulation of transport'}"
C0014544,Epilepsy,2143,"{'cell part', 'biological_process', 'cellular_component', 'small molecule metabolic process', 'intracellular part', 'membrane-bounded organelle', 'molecular_function', 'cytoplasmic part', 'organelle part', 'cellular process'}",0.26155187445510025,3645,"{'response to chemical', 'response to stimulus', 'response to organic substance', 'intracellular organelle part', 'enzyme binding', 'membrane-bounded organelle', 'organelle', 'cellular response to stimulus', 'organelle part', 'cellular process'}"
C4280304,Curvature of digit,577,"{'positive regulation of biological process', 'regulation of signaling', 'developmental process', 'positive regulation of metabolic process', 'positive regulation of cellular process', 'multicellular organismal process', 'anatomical structure development', 'negative regulation of cellular process', 'negative regulation of biological process', 'regulation of cell communication'}",0.24935233160621761,1352,"{'enzyme linked receptor protein signaling pathway', 'cell surface receptor signaling pathway', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'regulation of signal transduction', 'positive regulation of macromolecule biosynthetic process', 'regulation of signaling', 'regulation of response to stimulus', 'regulation of cell communication', 'signal transduction', 'signaling receptor binding'}"
C0266011,Accessory nipple,40,"{'regulation of multicellular organismal development', 'regulation of developmental process', 'ameboidal-type cell migration', 'positive regulation of apoptotic process', 'embryonic limb morphogenesis', 'regulation of cellular component organization', 'embryonic appendage morphogenesis', 'regulation of anatomical structure morphogenesis', 'appendage morphogenesis', 'limb morphogenesis'}",0.0,8,"{'cell surface receptor signaling pathway', 'glycosaminoglycan binding', 'fibroblast growth factor binding', 'CXCR3 chemokine receptor binding', 'heparin binding', 'growth factor binding', 'canonical Wnt signaling pathway', 'sulfur compound binding', 'inflammatory response', 'CXCR chemokine receptor binding'}"
C1834055,Thin hypoplastic alae nasi,273,"{'regulation of multicellular organismal development', 'positive regulation of cell population proliferation', 'regulation of multicellular organismal process', 'animal organ morphogenesis', 'regulation of developmental process', 'developmental process', 'multicellular organismal process', 'anatomical structure development', 'anatomical structure morphogenesis', 'regulation of cell differentiation'}",0.19461697722567287,881,"{'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of transcription by RNA polymerase II', 'positive regulation of macromolecule biosynthetic process', 'positive regulation of transcription, DNA-templated', 'positive regulation of RNA metabolic process', 'positive regulation of RNA biosynthetic process', 'positive regulation of nucleic acid-templated transcription', 'BMP signaling pathway', 'regulation of transcription by RNA polymerase II', 'transmembrane receptor protein serine/threonine kinase signaling pathway'}"
C0917990,Acro-Osteolysis,8,"{'organelle organization', 'positive regulation of small GTPase mediated signal transduction', 'regulation of programmed cell death', 'regulation of cell death', 'platelet-derived growth factor binding', 'regulation of apoptotic process', 'positive regulation of Ras protein signal transduction', 'anatomical structure morphogenesis', 'negative regulation of apoptotic process', 'endoplasmic reticulum part'}",0.047619047619047616,36,"{'endoplasmic reticulum lumen', 'collagen fibril organization', 'extracellular matrix structural constituent conferring tensile strength', 'platelet-derived growth factor binding', 'extracellular matrix', 'growth factor binding', 'collagen-containing extracellular matrix', 'collagen trimer', 'extracellular matrix organization', 'fibrillar collagen trimer'}"
C0410264,Contracture of tendo achilles,0,"{'mitotic nuclear envelope reassembly', 'protein complex oligomerization', 'nuclear envelope organization', 'organelle envelope', 'envelope', 'cellular senescence', 'negative regulation of release of cytochrome c from mitochondria', 'nuclear envelope reassembly', 'nuclear envelope', 'membrane'}",0.0,0,"{'protein O-linked glycosylation', 'macromolecule glycosylation', 'endodermal cell differentiation', 'glycosylation', 'peptidyl-lysine hydroxylation', 'ear morphogenesis', 'protein glycosylation', 'collagen biosynthetic process', 'collagen-activated tyrosine kinase receptor signaling pathway', 'aging'}"
C1853562,Adult onset,794,"{'cell part', 'response to chemical', 'biological_process', 'protein binding', 'binding', 'regulation of cellular protein metabolic process', 'regulation of protein metabolic process', 'regulation of biological quality', 'cytoplasmic part', 'cellular process'}",0.2375296912114014,1811,"{'response to chemical', 'response to stimulus', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'response to organic substance', 'cellular response to endogenous stimulus', 'response to endogenous stimulus', 'enzyme binding', 'cellular response to stimulus', 'cellular response to organic substance', 'cellular response to chemical stimulus'}"
C0234146,Absent reflex,259,"{'cell part', 'organelle organization', 'biological_process', 'cellular process', 'cellular component organization or biogenesis', 'intracellular transport', 'organelle', 'intracellular organelle', 'cytoplasmic part', 'cellular component organization'}",0.16310679611650486,340,"{'intrinsic component of membrane', 'cell-substrate junction', 'adherens junction', 'cell-substrate adherens junction', 'integral component of membrane', 'membrane part', 'cell junction', 'focal adhesion', 'anchoring junction', 'membrane'}"
C0266362,Ambiguous Genitalia,72,"{'developmental process involved in reproduction', 'regulation of gonad development', 'positive regulation of gonad development', 'regulation of male gonad development', 'developmental process', 'positive regulation of male gonad development', 'male sex determination', 'sex determination', 'reproductive structure development', 'reproductive process'}",0.07936507936507936,132,"{'small molecule metabolic process', 'endoplasmic reticulum membrane', 'lipid metabolic process', 'hormone biosynthetic process', 'steroid biosynthetic process', 'oxidoreductase activity', 'steroid metabolic process', 'hormone metabolic process', 'endoplasmic reticulum part', 'cellular hormone metabolic process'}"
C0423757,Thin skin,279,"{'collagen fibril organization', 'extracellular matrix structural constituent conferring tensile strength', 'nucleotide-excision repair, preincision complex stabilization', 'platelet-derived growth factor binding', 'damaged DNA binding', 'UV protection', 'fibrillar collagen trimer', 'nucleotide-excision repair, preincision complex assembly', 'global genome nucleotide-excision repair', 'nucleotide-excision repair complex'}",0.2003012048192771,518,"{'extracellular region', 'extracellular region part', 'platelet alpha granule lumen', 'extracellular matrix', 'extracellular matrix structural constituent', 'extracellular matrix organization', 'extracellular structure organization', 'extracellular space', 'signaling receptor binding', 'collagen-containing extracellular matrix'}"
C0240635,Byzanthine arch palate,1092,"{'cell part', 'biological_process', 'cellular_component', 'animal organ morphogenesis', 'developmental process', 'intracellular part', 'molecular_function', 'anatomical structure morphogenesis', 'organelle part', 'cellular process'}",0.24016367642429964,2848,"{'response to chemical', 'positive regulation of biological process', 'response to organic substance', 'regulation of signaling', 'positive regulation of macromolecule metabolic process', 'positive regulation of metabolic process', 'enzyme binding', 'positive regulation of nitrogen compound metabolic process', 'positive regulation of cellular process', 'regulation of cell communication'}"
C0039621,Tetany,57,"{'anion homeostasis', 'monovalent inorganic anion homeostasis', 'inorganic ion homeostasis', 'chemical homeostasis', 'cation transport', 'inorganic ion transmembrane transport', 'metal ion homeostasis', 'cation homeostasis', 'ion homeostasis', 'metal ion transport'}",0.0,0,"{'gap junction assembly', 'pantothenate transmembrane transport', 'coenzyme transport', 'cell-cell junction organization', 'protein de-ADP-ribosylation', 'negative regulation of cell-cell adhesion mediated by cadherin', 'calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules', 'biotin transport', 'connexin complex', 'apicolateral plasma membrane'}"
C0311277,"Obesity, Abdominal",18,"{'cellular response to light stimulus', 'nitrogen compound metabolic process', 'metabolic process', 'response to light stimulus', 'primary metabolic process', 'response to UV', 'organic substance metabolic process', 'N-terminal peptidyl-lysine acetylation', 'cellular response to UV', 'cellular response to radiation'}",0.015037593984962405,387,"{'response to oxygen-containing compound', 'regulation of cell population proliferation', 'cellular response to endogenous stimulus', 'response to endogenous stimulus', 'cellular response to chemical stimulus', 'regulation of cell motility', 'cellular response to organic substance', 'regulation of growth', 'kinase binding', 'insulin-like growth factor binding'}"
C0019322,Umbilical hernia,507,"{'animal organ development', 'regulation of multicellular organismal development', 'thyroid gland development', 'regulation of multicellular organismal process', 'animal organ morphogenesis', 'developmental process', 'multicellular organismal process', 'anatomical structure development', 'anatomical structure morphogenesis', 'gland development'}",0.09183673469387756,135,"{'intracellular organelle lumen', 'acetylglucosaminyltransferase activity', 'keratan sulfate catabolic process', 'organelle lumen', 'extracellular matrix component', 'extracellular matrix structural constituent', 'membrane-enclosed lumen', 'extracellular matrix organization', 'extracellular structure organization', 'collagen-containing extracellular matrix'}"
C0035334,Retinitis Pigmentosa,378,"{'sensory perception', 'photoreceptor cell maintenance', 'system process', 'visual perception', 'detection of light stimulus', 'sensory perception of light stimulus', 'photoreceptor outer segment', 'cell projection part', 'ciliary part', 'nervous system process'}",0.23251417769376181,274,"{'NADH dehydrogenase complex', 'respiratory chain complex I', 'mitochondrial respiratory chain complex I', 'NADH dehydrogenase activity', 'NADH dehydrogenase (quinone) activity', 'respiratory chain complex', 'respiratory electron transport chain', 'NADH dehydrogenase (ubiquinone) activity', 'oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor', 'electron transport chain'}"
C4025844,Chorioretinal abnormality,97,"{'protein targeting to peroxisome', 'peroxisomal membrane', 'peroxisomal membrane transport', 'peroxisomal part', 'protein import into peroxisome matrix', 'peroxisome organization', 'microbody part', 'protein localization to peroxisome', 'establishment of protein localization to peroxisome', 'microbody membrane'}",0.11965811965811966,34,"{'microbody', 'peroxisomal membrane', 'fatty acid beta-oxidation', 'very long-chain fatty acid catabolic process', 'lipid catabolic process', 'peroxisomal part', 'microbody part', 'peroxisome', 'microbody membrane', 'long-chain fatty acid transporter activity'}"
C1864903,Hyperinsulinaemic hypoglycaemia,178,"{'regulation of hormone levels', 'response to hormone', 'regulation of peptide hormone secretion', 'carbohydrate homeostasis', 'regulation of insulin secretion', 'regulation of hormone secretion', 'glucose homeostasis', 'negative regulation of cyclin-dependent protein serine/threonine kinase activity', 'cyclin-dependent protein serine/threonine kinase inhibitor activity', 'negative regulation of cyclin-dependent protein kinase activity'}",0.0,0,"{'opioid receptor signaling pathway', 'cell death in response to oxidative stress', 'termination of mitochondrial transcription', 'opioid receptor activity', 'ankyrin binding', 'cell death in response to hydrogen peroxide', 'inorganic ion import across plasma membrane', 'inorganic cation import across plasma membrane', 'regulation of cell morphogenesis', 'phosphatidylinositol catabolic process'}"
C0206762,"Limb Deformities, Congenital",124,"{'morphogenesis of an epithelium', 'pattern specification process', 'morphogenesis of a branching epithelium', 'skeletal system development', 'system development', 'embryonic morphogenesis', 'embryonic digit morphogenesis', 'anatomical structure morphogenesis', 'tissue morphogenesis', 'morphogenesis of a branching structure'}",0.3103448275862069,66,"{'pattern specification process', 'sequence-specific DNA binding', 'skeletal system morphogenesis', 'regionalization', 'embryonic organ morphogenesis', 'embryonic morphogenesis', 'DNA-binding transcription factor activity, RNA polymerase II-specific', 'anterior/posterior pattern specification', 'DNA-binding transcription factor activity', 'embryonic skeletal system morphogenesis'}"
C1835452,Hypoplastic ovary,248,"{'cell projection organization', 'leptin-mediated signaling pathway', 'ciliary basal body', 'developmental process', 'negative regulation of appetite by leptin-mediated signaling pathway', 'ciliary part', 'plasma membrane bounded cell projection organization', 'BBSome', 'non-motile cilium assembly', 'cilium assembly'}",0.18005540166204986,178,"{'phosphatidylinositol-3-phosphate biosynthetic process', 'fibroblast growth factor receptor binding', '1-phosphatidylinositol-3-kinase activity', 'phosphatidylinositol 3-kinase activity', 'phosphatidylinositol phosphorylation', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol kinase activity', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'fibroblast growth factor receptor signaling pathway', 'lipid phosphorylation'}"
C0016978,gallbladder neoplasm,322,"{'positive regulation of protein phosphorylation', 'positive regulation of cellular protein metabolic process', 'ERBB signaling pathway', 'regulation of protein phosphorylation', 'positive regulation of protein metabolic process', 'regulation of cellular protein metabolic process', 'anatomical structure development', 'basal plasma membrane', 'ERBB2 signaling pathway', 'regulation of phosphorylation'}",0.2230769230769231,155,"{'regulation of phosphorus metabolic process', 'regulation of phosphate metabolic process', 'positive regulation of ERK1 and ERK2 cascade', 'positive regulation of smooth muscle contraction', 'positive regulation of muscle contraction', 'regulation of smooth muscle contraction', 'regulation of catalytic activity', 'positive regulation of protein kinase activity', 'regulation of phosphorylation', 'regulation of kinase activity'}"
C4072849,Scapular weakness,98,"{'animal organ development', 'cardiac cell development', 'Z disc', 'actin filament-based process', 'developmental process', 'muscle structure development', 'anatomical structure development', 'cardiac muscle cell development', 'contractile fiber part', 'muscle organ development'}",0.2929936305732484,105,"{'actin filament-based movement', 'actin filament-based process', 'sarcomere', 'muscle filament sliding', 'actomyosin structure organization', 'actin-mediated cell contraction', 'sarcomere organization', 'actin-myosin filament sliding', 'muscle contraction', 'muscle system process'}"
C4021977,Visceral angiomatosis,402,"{'enzyme linked receptor protein signaling pathway', 'response to growth factor', 'positive regulation of phosphorylation', 'regulation of phosphorus metabolic process', 'regulation of phosphate metabolic process', 'positive regulation of protein phosphorylation', 'regulation of cell population proliferation', 'response to endogenous stimulus', 'positive regulation of phosphate metabolic process', 'positive regulation of phosphorus metabolic process'}",0.2845691382765531,239,"{'enzyme linked receptor protein signaling pathway', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'cytokine receptor binding', 'regulation of pathway-restricted SMAD protein phosphorylation', 'transforming growth factor beta receptor binding', 'positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'positive regulation of pathway-restricted SMAD protein phosphorylation', 'SMAD protein signal transduction', 'BMP signaling pathway', 'transmembrane receptor protein serine/threonine kinase signaling pathway'}"
C0009398,Color vision defect,54,"{'sensory perception', 'detection of abiotic stimulus', 'detection of external stimulus', 'system process', 'detection of visible light', 'visual perception', 'sensory perception of light stimulus', 'detection of light stimulus', 'multicellular organismal process', 'nervous system process'}",0.017391304347826087,63,"{'adenylate cyclase activity', 'cAMP metabolic process', 'cyclic nucleotide biosynthetic process', 'cAMP biosynthetic process', 'renal water homeostasis', 'cyclic nucleotide metabolic process', 'cyclic purine nucleotide metabolic process', 'cyclase activity', 'cellular response to glucagon stimulus', 'phosphorus-oxygen lyase activity'}"
C1865572,Proximally placed thumbs,66,"{'negative regulation of cellular macromolecule biosynthetic process', 'chromatin binding', 'maintenance of cell number', 'embryonic organ morphogenesis', 'stem cell population maintenance', 'regulation of biosynthetic process', 'sister chromatid cohesion', 'meiotic cohesin complex', 'cohesin complex', 'mediator complex binding'}",0.03571428571428571,21,"{'BMP binding', 'BMP signaling pathway', 'regulation of cellular response to growth factor stimulus', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'negative regulation of cellular response to growth factor stimulus', 'negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'cohesin complex', 'negative regulation of BMP signaling pathway', 'transmembrane receptor protein serine/threonine kinase signaling pathway', 'regulation of BMP signaling pathway'}"
C1842688,Hypoplasia of the brainstem,37,"{'protein O-linked glycosylation', 'macromolecule glycosylation', 'intrinsic component of Golgi membrane', 'protein O-linked mannosylation', 'glycosylation', 'integral component of Golgi membrane', 'mannosylation', 'protein glycosylation', 'regulation of protein glycosylation', 'protein mannosylation'}",0.11475409836065574,31,"{'Golgi membrane', 'transferase activity, transferring hexosyl groups', 'aminoglycan biosynthetic process', 'intrinsic component of membrane', 'UDP-glycosyltransferase activity', 'integral component of membrane', 'glycosylation', 'membrane part', 'aminoglycan metabolic process', 'transferase activity, transferring glycosyl groups'}"
