,disease_name,disease_num_significant,disease_top_10,lci_jaccard_sim,lci_num_significant,lci_sp_corr,lci_sp_pval,lci_top_10
C3277226,Restrictive ventilatory defect,1,"{'keratan sulfate metabolic process', 'keratan sulfate catabolic process', 'Hsp90 protein binding', 'ossification', 'negative regulation of insulin receptor signaling pathway', 'tissue development', 'negative regulation of cellular response to insulin stimulus', 'vacuole', 'TSC1-TSC2 complex', 'negative regulation of macroautophagy'}",0.0,96,0.1358834881973921,5.028495925633779e-91,"{'lysosomal lumen', 'aminoglycan catabolic process', 'vacuolar part', 'membrane-enclosed lumen', 'carbohydrate derivative catabolic process', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'vacuolar lumen', 'chondroitin sulfate catabolic process', 'hydrolase activity, acting on glycosyl bonds', 'glycosaminoglycan catabolic process'}"
C1833144,"Slender, gracile long tubular bones",25,"{'platelet-derived growth factor binding', 'DNA replication', 'cell cycle process', 'DNA replication initiation', 'DNA replication origin binding', 'nuclear origin of replication recognition complex', 'collagen type I trimer', 'origin recognition complex', 'mitotic cell cycle process', 'protein binding'}",0.09302325581395349,69,0.1778513919077727,1.4681963249509727e-155,"{'extracellular structure organization', 'extracellular matrix organization', 'basement membrane', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'extracellular matrix structural constituent', 'structural molecule activity', 'endoplasmic reticulum lumen', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0087012,"Ataxia, Spinocerebellar",1,"{'social behavior', 'cognition', 'multi-organism behavior', 'intraspecies interaction between organisms', 'learning', 'lung alveolus development', 'behavior', 'learning or memory', 'memory', 'nuclear matrix'}",0.0,0,,,"{'maintenance of animal organ identity', 'monocarboxylic acid transport', 'determination of pancreatic left/right asymmetry', 'regulation of planar cell polarity pathway involved in neural tube closure', 'atrial septum development', 'determination of liver left/right asymmetry', 'determination of intestine left/right asymmetry', 'determination of stomach left/right asymmetry', 'response to pheromone', 'ureter development'}"
C0026769,Multiple Sclerosis,514,"{'regulation of leukocyte cell-cell adhesion', 'positive regulation of cell-cell adhesion', 'cell surface receptor signaling pathway', 'regulation of immune system process', 'positive regulation of leukocyte cell-cell adhesion', 'positive regulation of immune system process', 'regulation of lymphocyte activation', 'cytokine-mediated signaling pathway', 'regulation of cell activation', 'regulation of leukocyte activation'}",0.28233830845771146,517,0.3695093359561992,0.0,"{'peptidyl-tyrosine phosphorylation', 'positive regulation of T cell activation', 'regulation of immune response', 'cell surface receptor signaling pathway', 'regulation of immune system process', 'peptidyl-tyrosine modification', 'interleukin-9-mediated signaling pathway', 'cytokine-mediated signaling pathway', 'signal transduction', 'positive regulation of leukocyte cell-cell adhesion'}"
C0002994,Angioedema,53,"{'negative regulation of hemostasis', 'MHC class II protein complex', 'integral component of lumenal side of endoplasmic reticulum membrane', 'clathrin-coated endocytic vesicle membrane', 'fibrinolysis', 'MHC protein complex', 'negative regulation of blood coagulation', 'negative regulation of coagulation', 'ER to Golgi transport vesicle membrane', 'peptide antigen binding'}",0.0,0,0.36762232938997436,0.0,"{'coagulation', 'serine-type endopeptidase inhibitor activity', 'blood coagulation', 'regulation of fibrinolysis', 'hemostasis', 'extracellular space', 'blood coagulation, intrinsic pathway', 'vesicle', 'regulation of body fluid levels', 'protein activation cascade'}"
C0040822,Tremor,658,"{'regulation of biological quality', 'cellular process', 'cell part', 'neuron part', 'biological_process', 'regulation of ion transport', 'cell communication', 'signaling', 'cellular_component', 'neuron projection'}",0.23048869438366157,1029,0.33730534654913114,0.0,"{'response to chemical', 'regulation of biological quality', 'response to stimulus', 'regulation of cellular process', 'regulation of biological process', 'plasma membrane region', 'plasma membrane part', 'biological regulation', 'signal transduction', 'plasma membrane'}"
C1857949,Prominent metopic ridge,101,"{'UV protection', 'response to stimulus', 'regulation of peptide hormone secretion', 'nucleotide-excision repair, preincision complex stabilization', 'carbohydrate homeostasis', 'transcription-coupled nucleotide-excision repair', 'glucose homeostasis', 'regulation of hormone secretion', 'glucose metabolic process', 'nucleotide-excision repair'}",0.015267175572519083,32,0.08527600026373133,9.648579231911376e-37,"{'MHC class II protein complex', 'integral component of lumenal side of endoplasmic reticulum membrane', 'clathrin-coated endocytic vesicle membrane', 'MHC class II receptor activity', 'MHC protein complex', 'antigen processing and presentation of exogenous peptide antigen', 'antigen processing and presentation of exogenous peptide antigen via MHC class II', 'plasma membrane protein complex', 'antigen processing and presentation of peptide or polysaccharide antigen via MHC class II', 'antigen processing and presentation of peptide antigen via MHC class II'}"
C1859778,Postnatal growth retardation,280,"{'cellular component organization', 'anatomical structure development', 'organelle part', 'binding', 'organelle', 'membrane-bounded organelle', 'cellular component organization or biogenesis', 'intracellular organelle', 'intracellular part', 'intracellular organelle part'}",0.13881909547738694,1533,0.3572904862554279,0.0,"{'positive regulation of nitrogen compound metabolic process', 'enzyme binding', 'positive regulation of metabolic process', 'cellular response to DNA damage stimulus', 'cellular response to stress', 'nucleoplasm', 'cellular response to stimulus', 'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process'}"
C0022596,Palmoplantar Keratosis,232,"{'cytoplasmic part', 'keratinization', 'programmed cell death', 'cell death', 'cornified envelope', 'cornification', 'membrane', 'intracellular part', 'structural constituent of cytoskeleton', 'intermediate filament'}",0.18732782369146006,630,0.35567849488647557,0.0,"{'transmembrane receptor protein tyrosine kinase signaling pathway', 'phosphatidylinositol 3-kinase activity', 'regulation of protein kinase B signaling', 'phosphatidylinositol-4,5-bisphosphate 3-kinase activity', 'keratinization', 'positive regulation of protein kinase B signaling', 'cornification', 'positive regulation of intracellular signal transduction', 'phosphatidylinositol bisphosphate kinase activity', 'phosphatidylinositol phosphorylation'}"
C0035258,Restless Legs Syndrome,0,"{'iron ion homeostasis', 'trivalent inorganic cation transport', 'chemical homeostasis', 'circadian sleep/wake cycle process', 'cellular pigmentation', 'regulation of corticosterone secretion', 'locomotory behavior', 'circadian sleep/wake cycle, non-REM sleep', 'regulation of endocytosis', 'transition metal ion homeostasis'}",0.0,72,,,"{'receptor regulator activity', 'type 4 melanocortin receptor binding', 'signaling receptor binding', 'G protein-coupled receptor binding', 'type 3 melanocortin receptor binding', 'receptor ligand activity', 'G protein-coupled receptor signaling pathway', 'regulation of signaling receptor activity', 'hormone activity', 'feeding behavior'}"
C0012833,Dizziness,312,"{'regulation of cardiac muscle contraction by calcium ion signaling', 'regulation of heart contraction', 'negative regulation of calcium ion transmembrane transporter activity', 'negative regulation of ryanodine-sensitive calcium-release channel activity', 'regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion', 'regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum', 'regulation of cardiac muscle contraction', 'positive regulation of sequestering of calcium ion', 'detection of calcium ion', 'regulation of cell communication by electrical coupling'}",0.0775347912524851,230,0.20829782283469747,6.816871837924807e-214,"{'protein phosphorylation', 'phosphorylation', 'peptidyl-tyrosine phosphorylation', 'transmembrane receptor protein tyrosine kinase signaling pathway', 'cytokine-mediated signaling pathway', 'interleukin-15-mediated signaling pathway', 'peptidyl-tyrosine modification', 'enzyme linked receptor protein signaling pathway', 'interleukin-2-mediated signaling pathway', 'positive regulation of cell population proliferation'}"
C0011581,Depressive disorder,2928,"{'response to oxygen-containing compound', 'regulation of biological quality', 'response to chemical', 'response to stimulus', 'response to organic substance', 'neuron part', 'regulation of cell communication', 'behavior', 'signal transduction', 'regulation of signaling'}",0.37792792792792795,3190,0.48060955623922275,0.0,"{'positive regulation of cellular process', 'response to chemical', 'response to stimulus', 'response to organic substance', 'regulation of cellular process', 'positive regulation of biological process', 'regulation of biological process', 'regulation of response to stimulus', 'biological regulation', 'signal transduction'}"
C1844820,Range of joint movement increased,82,"{'collagen fibril organization', 'animal organ morphogenesis', 'anatomical structure development', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix structural constituent', 'extracellular matrix component', 'fibrillar collagen trimer', 'collagen-containing extracellular matrix', 'supramolecular fiber organization'}",0.16363636363636364,174,0.2414877509889302,5.583062065072121e-289,"{'extracellular structure organization', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'structural molecule activity', 'extracellular matrix structural constituent', 'extracellular matrix component', 'extracellular region', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0028738,Nystagmus,640,"{'cellular process', 'organelle part', 'cell part', 'nervous system process', 'biological_process', 'sensory perception', 'visual perception', 'cellular_component', 'molecular_function', 'sensory perception of light stimulus'}",0.14014661492022423,2004,0.22438505935249695,9.271873982995276e-249,"{'cellular response to chemical stimulus', 'intracellular organelle part', 'response to chemical', 'organelle part', 'cytoplasmic part', 'response to organic substance', 'membrane-bounded organelle', 'cellular process', 'protein-containing complex', 'cellular response to stimulus'}"
C0266371,Streak ovary,132,"{'male gonad development', 'positive regulation of male gonad development', 'sex determination', 'reproductive structure development', 'regulation of male gonad development', 'positive regulation of gonad development', 'developmental process involved in reproduction', 'regulation of gonad development', 'male sex determination', 'gonad development'}",0.0,5,0.01445041188460672,0.03221175020331448,"{'steroid biosynthetic process', 'hormone metabolic process', 'C21-steroid hormone biosynthetic process', 'cellular hormone metabolic process', 'mineralocorticoid biosynthetic process', 'glucocorticoid metabolic process', 'glucocorticoid biosynthetic process', 'hormone biosynthetic process', 'C21-steroid hormone metabolic process', 'mineralocorticoid metabolic process'}"
C0039070,Syncope,395,"{'regulation of heart rate', 'regulation of heart rate by cardiac conduction', 'cardiac muscle cell action potential', 'cardiac muscle cell action potential involved in contraction', 'regulation of heart contraction', 'multicellular organismal signaling', 'cardiac conduction', 'regulation of blood circulation', 'regulation of system process', 'regulation of membrane potential'}",0.163727959697733,67,0.30246139327790855,0.0,"{'monovalent inorganic cation transport', 'inward rectifier potassium channel activity', 'voltage-gated potassium channel activity', 'voltage-gated cation channel activity', 'regulation of transmembrane transport', 'regulation of ion transmembrane transport', 'potassium ion transport', 'potassium channel activity', 'substrate-specific channel activity', 'passive transmembrane transporter activity'}"
C4022020,Mucosal telangiectasiae,169,"{'succinate dehydrogenase (ubiquinone) activity', 'oxidoreductase activity, acting on the CH-CH group of donors', 'succinate dehydrogenase complex (ubiquinone)', 'response to oxygen levels', 'succinate dehydrogenase complex', 'mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)', 'succinate dehydrogenase activity', 'fumarate reductase complex', 'response to decreased oxygen levels', 'oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor'}",0.04065040650406504,87,0.0870449605239825,3.2418040921748026e-38,"{'mitochondrial matrix', 'mitochondrial part', 'tricarboxylic acid cycle', 'drug metabolic process', 'succinate metabolic process', 'membrane-enclosed lumen', 'mitochondrion', 'citrate metabolic process', 'succinyl-CoA metabolic process', 'tricarboxylic acid metabolic process'}"
C0151786,Muscle Weakness,673,"{'cellular process', 'cell part', 'cytoplasmic part', 'biological_process', 'mitochondrial respiratory chain complex I assembly', 'respiratory electron transport chain', 'mitochondrial respiratory chain complex assembly', 'NADH dehydrogenase complex assembly', 'respiratory chain complex', 'generation of precursor metabolites and energy'}",0.28917283120376597,1244,0.36150743505027133,0.0,"{'oxidoreductase complex', 'mitochondrial part', 'inner mitochondrial membrane protein complex', 'respiratory electron transport chain', 'mitochondrial membrane part', 'oxidation-reduction process', 'mitochondrial membrane', 'respiratory chain complex', 'electron transport chain', 'generation of precursor metabolites and energy'}"
C4280679,Increased calcium level in kidney,40,"{'inorganic ion transmembrane transport', 'chloride transmembrane transport', 'ion transmembrane transport', 'chemical homeostasis', 'ion homeostasis', 'excretion', 'inorganic anion transmembrane transport', 'ion transport', 'response to vitamin D', 'chloride transport'}",0.17391304347826086,41,0.2921523876464677,0.0,"{'transmembrane transport', 'anion transmembrane transporter activity', 'ion transmembrane transport', 'transporter activity', 'anion transport', 'ion transmembrane transporter activity', 'plasma membrane region', 'plasma membrane part', 'transmembrane transporter activity', 'inorganic molecular entity transmembrane transporter activity'}"
C0003635,Apraxias,218,"{'response to oxygen-containing compound', 'cognition', 'cellular response to chemical stimulus', 'response to endogenous stimulus', 'regulation of cellular process', 'positive regulation of biological process', 'immune system process', 'regulation of biological process', 'biological regulation', 'protein binding'}",0.20654044750430292,483,0.29661206302065596,0.0,"{'phosphorylation', 'peptidyl-tyrosine phosphorylation', 'cell surface receptor signaling pathway', 'interleukin-15-mediated signaling pathway', 'interleukin-7-mediated signaling pathway', 'peptidyl-tyrosine modification', 'interleukin-9-mediated signaling pathway', 'cytokine-mediated signaling pathway', 'interleukin-2-mediated signaling pathway', 'signal transduction'}"
C4021395,Abnormality of the antihelix,30,"{'animal organ morphogenesis', 'multicellular organismal process', 'anatomical structure development', 'organ growth', 'bone growth', 'bone morphogenesis', 'inner ear morphogenesis', 'endochondral bone growth', 'cellular developmental process', 'positive regulation of cell population proliferation'}",0.12048192771084337,63,0.2940982201545146,0.0,"{'regulation of extrinsic apoptotic signaling pathway', 'fibroblast growth factor binding', 'growth factor binding', 'glycosaminoglycan binding', 'fibroblast growth factor-activated receptor activity', 'fibroblast growth factor receptor signaling pathway', 'sulfur compound binding', 'transmembrane receptor protein kinase activity', 'heparin binding', 'transmembrane receptor protein tyrosine kinase activity'}"
C0234860,Weak cry,37,"{'actin-mediated cell contraction', 'actin filament bundle', 'muscle filament sliding', 'contractile fiber part', 'actin-myosin filament sliding', 'actin filament-based movement', 'muscle system process', 'neuromuscular junction', 'system process', 'muscle contraction'}",0.0,9,0.33633457712379744,0.0,"{'plasma membrane receptor complex', 'ion channel complex', 'transmitter-gated channel activity', 'synaptic transmission, cholinergic', 'receptor complex', 'intrinsic component of membrane', 'integral component of membrane', 'extracellular ligand-gated ion channel activity', 'membrane part', 'transmitter-gated ion channel activity'}"
C0541764,Delayed bone age,910,"{'cellular metabolic process', 'cellular process', 'anatomical structure development', 'organic substance metabolic process', 'biological_process', 'response to endogenous stimulus', 'primary metabolic process', 'animal organ development', 'developmental process', 'biological regulation'}",0.2520976353928299,2373,0.4160941776476314,0.0,"{'response to oxygen-containing compound', 'enzyme binding', 'cellular response to chemical stimulus', 'response to chemical', 'response to organic substance', 'cellular response to organic substance', 'cell surface receptor signaling pathway', 'enzyme linked receptor protein signaling pathway', 'cellular response to stimulus', 'signal transduction'}"
C0238288,"Muscular Dystrophy, Facioscapulohumeral",25,"{'extracellular matrix structural constituent conferring compression resistance', 'extracellular structure organization', 'collagen fibril organization', 'extracellular matrix organization', 'extracellular matrix structural constituent', 'extracellular matrix component', 'animal organ development', 'collagen-containing extracellular matrix', 'sulfur compound catabolic process', 'extracellular matrix'}",0.15,44,0.19369607490869567,1.1058533363026288e-184,"{'extracellular structure organization', 'extracellular region part', 'extracellular matrix organization', 'microfibril', 'extracellular matrix structural constituent', 'extracellular matrix component', 'extracellular region', 'extracellular space', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0238397,Pulmonary artery stenosis,43,"{'MAPK cascade', 'small GTPase mediated signal transduction', 'regulation of cellular process', 'signal transduction by protein phosphorylation', 'regulation of biological process', 'regulation of Ras protein signal transduction', 'neurotrophin TRK receptor signaling pathway', 'neurotrophin signaling pathway', 'positive regulation of MAP kinase activity', 'biological regulation'}",0.14705882352941177,35,0.22579002954567345,6.117931651031431e-252,"{'negative regulation of cellular response to growth factor stimulus', 'regulation of transmembrane receptor protein serine/threonine kinase signaling pathway', 'negative regulation of BMP signaling pathway', 'regulation of cell communication', 'regulation of signal transduction', 'regulation of cellular response to growth factor stimulus', 'regulation of BMP signaling pathway', 'Ras protein signal transduction', 'regulation of signaling', 'negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway'}"
C0018772,"Hearing Loss, Partial",1008,"{'animal organ morphogenesis', 'multicellular organismal process', 'anatomical structure development', 'cell part', 'organelle part', 'biological_process', 'developmental process', 'cellular_component', 'anatomical structure morphogenesis', 'intracellular organelle part'}",0.25322046374677953,2397,0.41546680984564843,0.0,"{'positive regulation of nitrogen compound metabolic process', 'negative regulation of biological process', 'response to stimulus', 'positive regulation of metabolic process', 'negative regulation of cellular process', 'developmental process', 'cellular response to stimulus', 'positive regulation of nucleobase-containing compound metabolic process', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process'}"
C0235430,Ketonemia,35,"{'mitochondrial matrix', 'mitochondrial alpha-ketoglutarate dehydrogenase complex', 'tricarboxylic acid cycle enzyme complex', 'alpha-ketoacid dehydrogenase activity', 'mitochondrial tricarboxylic acid cycle enzyme complex', 'oxidation-reduction process', 'carbohydrate biosynthetic process', 'cellular carbohydrate metabolic process', '3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring) activity', 'dihydrolipoyl dehydrogenase complex'}",0.0,7,0.1283601920056656,2.3826038507639397e-81,"{'microbody', 'carboxylic acid metabolic process', 'ligase activity, forming carbon-carbon bonds', 'monocarboxylic acid metabolic process', 'CoA carboxylase activity', 'biotin metabolic process', 'coenzyme metabolic process', 'propionyl-CoA carboxylase activity', 'cofactor metabolic process', '2-oxoglutarate metabolic process'}"
C0038990,Sweating,499,"{'positive regulation of cellular process', 'multicellular organismal process', 'cellular process', 'organelle part', 'positive regulation of metabolic process', 'biological_process', 'positive regulation of biological process', 'molecular_function', 'regulation of cell population proliferation', 'intracellular organelle part'}",0.19832041343669252,1356,0.3759666624466518,0.0,"{'response to chemical', 'response to organic substance', 'cellular response to organic substance', 'positive regulation of signal transduction', 'cell surface receptor signaling pathway', 'positive regulation of cell communication', 'regulation of programmed cell death', 'positive regulation of intracellular signal transduction', 'positive regulation of signaling', 'negative regulation of programmed cell death'}"
C0085631,Agitation,0,"{'positive regulation of cold-induced thermogenesis', 'carbohydrate homeostasis', 'response to peptide', 'cyclic-nucleotide-mediated signaling', 'cellular response to peptide', 'cellular response to organonitrogen compound', 'dendritic spine organization', 'glucose homeostasis', 'regulation of cold-induced thermogenesis', 'cellular response to amyloid-beta'}",0.0,98,0.1756287459405745,1.0978961824721907e-151,"{'ribonucleotide catabolic process', ""3',5'-cyclic-GMP phosphodiesterase activity"", 'phosphoric ester hydrolase activity', 'cyclic-nucleotide phosphodiesterase activity', 'phosphoric diester hydrolase activity', ""3',5'-cyclic-nucleotide phosphodiesterase activity"", 'purine ribonucleotide catabolic process', 'cyclic nucleotide catabolic process', 'hydrolase activity, acting on ester bonds', ""3',5'-cyclic-AMP phosphodiesterase activity""}"
C3806467,Respiratory insufficiency due to muscle weakness,67,"{'actin-mediated cell contraction', 'muscle filament sliding', 'structural molecule activity', 'contractile fiber part', 'actin-myosin filament sliding', 'actin filament-based movement', 'muscle system process', 'extracellular vesicle', 'extracellular exosome', 'muscle contraction'}",0.08875739644970414,117,0.24352354654046543,5.4861741424983804e-294,"{'system process', 'neurotransmitter receptor activity', 'postsynaptic neurotransmitter receptor activity', 'transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential', 'transmitter-gated channel activity', 'nervous system process', 'receptor complex', 'extracellular ligand-gated ion channel activity', 'neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential', 'transmitter-gated ion channel activity'}"
C1853193,Recurrent skin infections,71,"{'hemidesmosome assembly', 'positive regulation of immune response', 'immune system process', 'regulation of immune system process', 'leukocyte activation', 'positive regulation of immune system process', 'cell activation', 'immunoglobulin complex', 'activation of immune response', 'antigen receptor-mediated signaling pathway'}",0.1134020618556701,37,0.23742806734919641,3.9097846294285305e-279,"{'intermediate filament cytoskeleton organization', 'supramolecular polymer', 'keratinization', 'polymeric cytoskeletal fiber', 'cornification', 'intermediate filament-based process', 'extracellular exosome', 'supramolecular complex', 'structural constituent of cytoskeleton', 'intermediate filament'}"
C3163798,Recurrent lower respiratory tract infection,19,"{'growth plate cartilage morphogenesis', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'extracellular matrix structural constituent', 'chondrocyte morphogenesis involved in endochondral bone morphogenesis', 'cartilage morphogenesis', 'chondrocyte morphogenesis', 'sarcolemma', 'growth plate cartilage chondrocyte morphogenesis'}",0.20408163265306123,40,0.134227087013686,7.594115132098855e-89,"{'collagen fibril organization', 'extracellular structure organization', 'platelet-derived growth factor binding', 'extracellular matrix organization', 'extracellular matrix structural constituent conferring tensile strength', 'extracellular matrix structural constituent', 'fibrillar collagen trimer', 'skin development', 'collagen-containing extracellular matrix', 'extracellular matrix'}"
C0015644,Muscular fasciculation,77,"{'enzyme binding', 'glycosphingolipid catabolic process', 'transport', 'ceramide catabolic process', 'lytic vacuole', 'vesicle-mediated transport', 'lysosome', 'identical protein binding', 'glycolipid catabolic process', 'vacuole'}",0.14173228346456693,68,0.1664966168199929,2.6054022277891013e-136,"{'lysosomal lumen', 'aminoglycan catabolic process', 'mucopolysaccharide metabolic process', 'aminoglycan metabolic process', 'carbohydrate derivative catabolic process', 'hydrolase activity, hydrolyzing O-glycosyl compounds', 'vacuolar lumen', 'hydrolase activity, acting on glycosyl bonds', 'glycosaminoglycan catabolic process', 'glycosaminoglycan metabolic process'}"
C1837397,"Global developmental delay, severe",134,"{'peroxisome organization', 'peroxisomal membrane', 'peroxisomal membrane transport', 'protein import into peroxisome matrix', 'microbody membrane', 'protein localization to peroxisome', 'protein targeting to peroxisome', 'establishment of protein localization to peroxisome', 'peroxisomal transport', 'peroxisomal part'}",0.14883720930232558,113,0.2110189433728153,1.3653877602642503e-219,"{'peroxisomal matrix', 'peroxisome organization', 'peroxisomal membrane', 'microbody', 'microbody membrane', 'microbody part', 'microbody lumen', 'peroxisome', 'peroxisomal transport', 'peroxisomal part'}"
C0020534,Orbital separation excessive,1534,"{'animal organ morphogenesis', 'multicellular organismal process', 'anatomical structure development', 'cellular process', 'cell part', 'biological_process', 'animal organ development', 'developmental process', 'anatomical structure morphogenesis', 'embryonic morphogenesis'}",0.28598331988162495,3246,0.43105470775317717,0.0,"{'positive regulation of nitrogen compound metabolic process', 'positive regulation of cellular process', 'response to chemical', 'negative regulation of biological process', 'response to organic substance', 'positive regulation of metabolic process', 'positive regulation of biological process', 'negative regulation of cellular process', 'cellular response to stimulus', 'positive regulation of macromolecule metabolic process'}"
C0038379,Strabismus,1189,"{'anatomical structure development', 'cellular process', 'organelle part', 'cell part', 'organelle', 'biological_process', 'developmental process', 'cellular_component', 'intracellular part', 'intracellular organelle part'}",0.2219092331768388,2715,0.3387014970164142,0.0,"{'positive regulation of nitrogen compound metabolic process', 'response to stimulus', 'nuclear part', 'positive regulation of metabolic process', 'positive regulation of biological process', 'cellular response to stress', 'nucleoplasm', 'cellular response to stimulus', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process'}"
C3494422,Retrognathia,304,"{'positive regulation of nitrogen compound metabolic process', 'animal organ morphogenesis', 'anatomical structure development', 'positive regulation of metabolic process', 'animal organ development', 'anatomical structure morphogenesis', 'developmental process', 'embryonic morphogenesis', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process'}",0.20491803278688525,725,0.31301677245997417,0.0,"{'positive regulation of DNA metabolic process', 'positive regulation of multicellular organismal process', 'regulation of multicellular organismal process', 'regulation of DNA metabolic process', 'regulation of fibroblast proliferation', 'response to stress', 'response to stimulus', 'regulation of multicellular organismal development', 'regulation of cell population proliferation', 'regulation of developmental process'}"
C0034150,Purpura,144,"{'coagulation', 'response to stimulus', 'blood coagulation', 'cell surface receptor signaling pathway', 'immune response', 'immune system process', 'regulation of immune system process', 'hemostasis', 'regulation of body fluid levels', 'cell activation'}",0.2138728323699422,66,0.25469328146505343,0.0,"{'platelet activation', 'coagulation', 'blood coagulation, intrinsic pathway', 'blood coagulation', 'thrombospondin receptor activity', 'hemostasis', 'regulation of body fluid levels', 'cell activation', 'plasma membrane', 'protein activation cascade'}"
C0027947,Neutropenia,96,"{'response to chemical', 'positive regulation of protein phosphorylation', 'response to biotic stimulus', 'response to lipopolysaccharide', 'response to external biotic stimulus', 'positive regulation of phosphorylation', 'response to molecule of bacterial origin', 'granulocyte differentiation', 'leukocyte differentiation', 'response to external stimulus'}",0.23972602739726026,85,0.2570860361063283,0.0,"{'B cell proliferation', 'defense response', 'regulation of peptidyl-serine phosphorylation of STAT protein', 'type I interferon receptor binding', 'response to external biotic stimulus', 'type I interferon signaling pathway', 'response to biotic stimulus', 'positive regulation of peptidyl-serine phosphorylation of STAT protein', 'natural killer cell activation involved in immune response', 'response to virus'}"
C0002418,Amblyopia,10,"{'nervous system process', 'FACIT collagen trimer', 'extracellular matrix structural constituent conferring tensile strength', 'collagen trimer', 'structural molecule activity', 'extracellular matrix structural constituent', 'sensory perception', 'visual perception', 'collagen type IX trimer', 'sensory perception of light stimulus'}",0.375,12,0.1744528977778214,1.1722200985014264e-149,"{'platelet-derived growth factor binding', 'extracellular matrix structural constituent conferring tensile strength', 'structural molecule activity', 'extracellular matrix structural constituent', 'structural constituent of eye lens', 'visual perception', 'collagen-containing extracellular matrix', 'lens development in camera-type eye', 'extracellular matrix', 'sensory perception of light stimulus'}"
C0011615,"Dermatitis, Atopic",504,"{'receptor regulator activity', 'defense response', 'cell chemotaxis', 'cytokine activity', 'receptor ligand activity', 'cytokine-mediated signaling pathway', 'regulation of signaling receptor activity', 'cytokine receptor binding', 'inflammatory response', 'leukocyte chemotaxis'}",0.2972508591065292,251,0.35508417541186027,0.0,"{'receptor regulator activity', 'chemokine-mediated signaling pathway', 'granulocyte chemotaxis', 'chemokine receptor binding', 'chemokine activity', 'lymphocyte chemotaxis', 'neutrophil chemotaxis', 'neutrophil migration', 'cytokine activity', 'granulocyte migration'}"
C2239176,Liver carcinoma,2271,"{'regulation of cell death', 'positive regulation of cellular process', 'response to chemical', 'negative regulation of biological process', 'response to stimulus', 'response to organic substance', 'regulation of primary metabolic process', 'positive regulation of biological process', 'regulation of programmed cell death', 'regulation of apoptotic process'}",0.42014350252458144,3073,0.5086602253728394,0.0,"{'positive regulation of nitrogen compound metabolic process', 'positive regulation of cellular process', 'positive regulation of biosynthetic process', 'response to chemical', 'response to organic substance', 'positive regulation of metabolic process', 'positive regulation of biological process', 'positive regulation of gene expression', 'positive regulation of cellular metabolic process', 'positive regulation of macromolecule metabolic process'}"
C1842170,Centrally nucleated skeletal muscle fibers,58,"{'actin-mediated cell contraction', 'actin filament binding', 'muscle filament sliding', 'actin filament-based process', 'contractile fiber part', 'actin filament-based movement', 'actin-myosin filament sliding', 'muscle system process', 'cytoskeletal protein binding', 'muscle contraction'}",0.2289156626506024,44,0.2787902377676855,0.0,"{'actin-mediated cell contraction', 'muscle tissue morphogenesis', 'striated muscle contraction', 'ventricular cardiac muscle tissue morphogenesis', 'muscle filament sliding', 'contractile fiber part', 'actin filament-based movement', 'actin-myosin filament sliding', 'muscle contraction', 'cardiac muscle tissue morphogenesis'}"
C1859717,Depressed nasal tip,1,"{'negative regulation of gene expression', 'regulation of gene expression', 'multicellular organismal process', 'multicellular organism development', 'heart morphogenesis', 'MLL3/4 complex', 'regulation of cellular process', 'embryonic axis specification', 'transcription regulatory region DNA binding', 'regulatory region nucleic acid binding'}",0.0,16,0.09965088336196569,1.3420968785257332e-49,"{'acetylcholine catabolic process', 'cholinesterase activity', 'neurotransmitter metabolic process', 'acetate ester metabolic process', 'ammonium ion binding', 'acetylcholinesterase activity', 'neuromuscular junction', 'acetylcholine metabolic process', 'acetylcholine catabolic process in synaptic cleft', 'neurotransmitter binding'}"
